DISCIPLINE,00000000-0000-0000-0000-000000000000,Combined
CHAPTER,d7dff36f-7201-4d37-a4d6-b62e07fab910,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00000000-0000-0000-0000-000000000000
CHAPTER,e925c9bc-bf05-40b4-b0a3-e563c243116d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00000000-0000-0000-0000-000000000000
CHAPTER,8d19825f-8c92-4012-af72-6c805ead4fcb,Course Information,3,,00000000-0000-0000-0000-000000000000
CHAPTER,c5232c99-1f50-45be-892d-774150ca4fb2,Range Equipment,4,,00000000-0000-0000-0000-000000000000
CHAPTER,85e99bbf-42f9-4e23-87f1-e0ccbc4ee0a6,Competitor Equipment,5,,00000000-0000-0000-0000-000000000000
CHAPTER,409eb8b2-7f9c-4ca2-b171-5b43b801881a,Match Structure,6,,00000000-0000-0000-0000-000000000000
CHAPTER,0860c5e2-d755-4c77-8866-9b31f15e1998,Match Management,7,,00000000-0000-0000-0000-000000000000
CHAPTER,6b6cdf89-79d9-4307-8e41-8e4673d4ef8b,The Course of Fire,8,,00000000-0000-0000-0000-000000000000
CHAPTER,b5ae926f-e6b9-4e48-8edd-9a977b4279c8,Scoring,9,,00000000-0000-0000-0000-000000000000
CHAPTER,08e8bb50-d456-420f-af24-34c5b92b10a6,Penalties and Disqualifications,10,,00000000-0000-0000-0000-000000000000
CHAPTER,74f7cf55-6892-45b2-829c-7aab1ed33225,Arbitration and Interpretation of Rules,11,,00000000-0000-0000-0000-000000000000
CHAPTER,1cdda85a-5f33-40b7-bc6a-5641ee46ab02,Miscellaneous Matters,12,,00000000-0000-0000-0000-000000000000
SUBRULE,c1a6a762-b0a8-4422-808f-097852c8d6a3,,6.5.2.1,In respect of a competitor who resides in one Region~ but who wishes to represent the Region of which they are a citizen~ the Regional Directors for the Region of residence and the Region of citizenship must agree in writing prior to the commencement of the match.,52239501-984e-4544-8e65-6f612f3fab5b,00000000-0000-0000-0000-000000000000
SUBRULE,415a8902-5b9b-4fb2-95e8-bc6b7cb880fb,,6.5.2.2,A competitor who falls under the conditions of Rule 6.5.1.2 may represent the Region of which they are a member~ subject to the prior written approval of the Regional Director.,52239501-984e-4544-8e65-6f612f3fab5b,00000000-0000-0000-0000-000000000000
SUBRULE,1f8d22e5-8c72-4698-bcca-8173ccc08fa9, (ActionAir only),7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,978bacc9-8ac7-492e-8f09-397f21e90d6d,00000000-0000-0000-0000-000000000000
SUBRULE,fc1bf03b-63ab-44d0-b087-42714ea7996f, (Handgun | Shotgun | Rifle | MiniRifle | PCC only),7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,237a7ee6-6226-49be-96f1-6b3ca8b48227,00000000-0000-0000-0000-000000000000
SUBRULE,42131159-2ca9-4469-bbe9-77f2076d1e13, (ActionAir | Handgun only),8.1.2.1,"Single action" � Chamber loaded~ hammer cocked~ with external safety applied.,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,961e38af-e990-467b-8eb5-fa1d5a6c98f7, (ActionAir | Handgun only),8.1.2.2,"Double action" � Chamber loaded~ hammer fully down or decocked.,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,53b1269f-fe86-46f1-b702-7b4d92d7a6a6, (ActionAir only),8.1.2.3,"Selective action" � Chamber loaded hammer fully down or decocked~ or chamber loaded~ hammer cocked with external safety applied.,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,5932d4d6-408e-48bd-a841-8640c5a6ddd5, (ActionAir | Handgun only),8.1.2.4,For all self-loading pistols~ the term "external safety" means the primary visible safety lever on the handgun (e.g. the thumb safety on a "1911" genre handgun). In the event of doubt~ the Range Master is the final authority on this matter.,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,87f74aa2-2cd2-4d13-9c6e-44e7dbb7b79b, (ActionAir only),8.1.2.5,If a handgun has a decocking lever~ that alone must be used to decock the handgun~ without touching the trigger. If a handgun does not have a decocking lever~ the hammer must be safely and manually lowered all the way forward (i.e. not just to a "half-cock notch" or to another similar intermediary position)~ or by removing the gas supply and dropping the hammer by activation of the trigger.,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,7d20ddc4-fb78-4428-8b31-43e66c58bf40, (Handgun only),8.1.2.3,"Selective action" � Chamber loaded~ hammer fully down or decocked~ or chamber loaded~ hammer cocked with external safety applied.,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,b7731ec7-e435-4a1a-9cc1-a1eca105e0bf, (Handgun only),8.1.2.5,If a handgun has a decocking lever~ that alone must be used to decock the handgun~ without touching the trigger. If a handgun does not have a decocking lever~ the hammer must be safely and manually lowered all the way forward (i.e. not just to a "half-cock notch" or to another similar intermediary position).,3d7187fc-d198-4482-9a78-9bc17b86cd65,00000000-0000-0000-0000-000000000000
SUBRULE,124d36cc-17e2-4d1a-ab0d-a0fc5f1719bc, (ActionAir only),8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,a1b08b5b-3668-45d1-9b9a-08a7c9cb857e,00000000-0000-0000-0000-000000000000
SUBRULE,5a9e6166-8e32-45d0-b8b4-271e1cf6a6b6, (ActionAir | Handgun only),8.1.5.1,"Single Action" means activation of the trigger causes a single action to occur (i.e. the hammer or striker falls).,421d2573-e351-4559-99cd-eb42f1d297d6,00000000-0000-0000-0000-000000000000
SUBRULE,61a72180-8ae4-45fa-b51e-8cffbd19ac36, (ActionAir | Handgun only),8.1.5.2,"Double Action" means activation of the trigger causes more than a single action to occur (i.e. the hammer or striker rises or retracts~ then falls).,421d2573-e351-4559-99cd-eb42f1d297d6,00000000-0000-0000-0000-000000000000
SUBRULE,74428e7a-9662-4b3d-bdd1-a952050f11fc, (ActionAir | Handgun only),8.1.5.3,"Selective Action" means that the handgun can be operated in either "Single Action" or "Double Action" modes.,421d2573-e351-4559-99cd-eb42f1d297d6,00000000-0000-0000-0000-000000000000
SUBRULE,73240368-080e-4a4e-985b-f8449bca3703, (Handgun only),8.1.1.1,Single Action Only: are not approved for IPSC matches.,cdf104bc-26c6-42b8-abe3-1b107d7275be,00000000-0000-0000-0000-000000000000
SUBRULE,84806b65-159d-4aab-9a8b-500e37b68d0a, (Handgun only),8.1.1.2,Double/Selective Action: hammer fully down and cylinder closed. If self-loading pistols prepare "magazine well and chamber empty"~ revolvers prepare with an empty cylinder~ otherwise revolvers prepare with a fully loaded cylinder.,cdf104bc-26c6-42b8-abe3-1b107d7275be,00000000-0000-0000-0000-000000000000
SUBRULE,8ac91888-2a5e-4a5a-9071-ce9db26ed648, (Handgun only),8.1.1.3,Non-traditional revolvers (e.g. those which operate in a "self-loading" mode) are subject to the following rules and/or any other requirements stipulated by the Range Master (also see Appendix D5).,cdf104bc-26c6-42b8-abe3-1b107d7275be,00000000-0000-0000-0000-000000000000
SUBRULE,a50bce26-9e83-42ae-92b4-ee66e284a187, (Handgun only),8.1.3.1,When a written stage briefing requires that a competitor's firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,47a10a5e-f04a-4d1f-b5dc-8b67d278be98,00000000-0000-0000-0000-000000000000
SUBRULE,51e4a0aa-1ad7-4382-94d3-c3ab4e295e84, (Shotgun only),8.2.2.1,Standing erect with the shotgun in the ready condition held in both hands~ stock touching the competitor at hip level~ trigger guard downwards~ muzzle pointing downrange and with the fingers outside the trigger guard.,5190d9e2-512e-4b2b-b000-23b9d18cd880,00000000-0000-0000-0000-000000000000
SUBRULE,034e454a-445e-4a2b-9bb3-cc1c5b6056a3, (Shotgun only),8.2.2.2,Standing erect with the shotgun in the ready condition held naturally in the strong hand only~ barrel parallel to the ground~ trigger guard downwards~ muzzle pointing downrange with fingers outside the trigger guard and weak hand hanging naturally at the side.,5190d9e2-512e-4b2b-b000-23b9d18cd880,00000000-0000-0000-0000-000000000000
SUBRULE,e8069ce5-4489-4920-9e85-7caa43329783, (Shotgun only),8.2.2.3,An alternative starting position as stated in the written stage briefing.,5190d9e2-512e-4b2b-b000-23b9d18cd880,00000000-0000-0000-0000-000000000000
SUBRULE,1ea39b2c-d05b-46ab-a949-8287acc81688, (Shotgun only),8.2.2.4,Unless otherwise stated in the written stage briefing holding the gun upside down is prohibited.,5190d9e2-512e-4b2b-b000-23b9d18cd880,00000000-0000-0000-0000-000000000000
SUBRULE,d77cb9a3-c85f-4458-a177-2e2bf05467da, (Shotgun only),8.2.2.5,A competitor who attempts or completes a course of fire where an incorrect start position was used may be required by a Range Officer to reshoot the course of fire.,5190d9e2-512e-4b2b-b000-23b9d18cd880,00000000-0000-0000-0000-000000000000
SUBRULE,f6bacb5f-cef1-4182-bc26-1af73d3807f3, (Shotgun only),8.2.2.6,A course of fire must never permit a competitor to start a stage with the shotgun mounted into the shoulder and pointing towards targets.,5190d9e2-512e-4b2b-b000-23b9d18cd880,00000000-0000-0000-0000-000000000000
SUBRULE,d75e606d-ac55-4c1e-aab9-2ace8db62a6d, (Rifle | MiniRifle only),8.2.2.1,Unless otherwise stated in the written stage briefing holding the gun upside down is not acceptable.,c3a37acd-141c-4fdf-ad62-d6b4d972ac0b,00000000-0000-0000-0000-000000000000
SUBRULE,941261c0-458a-473a-b884-078779744040, (Rifle | MiniRifle only),8.2.2.2,A competitor who attempts or completes a course of fire where an incorrect start position was used may be required by a Range Officer to reshoot the course of fire.,c3a37acd-141c-4fdf-ad62-d6b4d972ac0b,00000000-0000-0000-0000-000000000000
SUBRULE,1c097211-779c-4955-a4c6-a8438689c116, (Rifle | MiniRifle only),8.2.2.3,Different stages may require the "ready position" to be prone~ kneeling~ sitting or as otherwise stated in the written stage briefing. However~ the "ready condition" of the rifle stipulated here and the general outline of the "ready position" will prevail.,c3a37acd-141c-4fdf-ad62-d6b4d972ac0b,00000000-0000-0000-0000-000000000000
SUBRULE,43f8b03d-cc06-4398-b62f-c157ee4e1a75, (Rifle | MiniRifle only),8.2.2.4,A course of fire must never permit a competitor to start a stage with the rifle mounted into the shoulder and pointing towards targets.,c3a37acd-141c-4fdf-ad62-d6b4d972ac0b,00000000-0000-0000-0000-000000000000
SUBRULE,3fda1553-45f5-45c1-9b91-84a989c0ff72, (PCC only),8.2.2.1,Unless otherwise stated in the written stage briefing holding the gun upside down is not acceptable.,bca4f90b-b50e-40a1-870d-95cef220adcc,00000000-0000-0000-0000-000000000000
SUBRULE,4518f3f1-6ada-4567-a836-b67c73c50423, (PCC only),8.2.2.2,A competitor who attempts or completes a course of fire where an incorrect start position was used may be required by a Range Officer to reshoot the course of fire.,bca4f90b-b50e-40a1-870d-95cef220adcc,00000000-0000-0000-0000-000000000000
SUBRULE,589244d2-2795-4d56-9eae-5dc6de39f815, (PCC only),8.2.2.3,Different stages may require the "ready position" to be prone~ kneeling~ sitting or as otherwise stated in the written stage briefing. However~ the "ready condition" of the firearm stipulated here and the general outline of the "ready position" will prevail.,bca4f90b-b50e-40a1-870d-95cef220adcc,00000000-0000-0000-0000-000000000000
SUBRULE,285e1b8e-9f20-4d7b-a6cd-bab9e1420203, (PCC only),8.2.2.4,A course of fire must never permit a competitor to start a stage with the firearm mounted into the shoulder and pointing towards targets.,bca4f90b-b50e-40a1-870d-95cef220adcc,00000000-0000-0000-0000-000000000000
SUBRULE,0b07d07f-cd7d-4234-a852-53b43f8b8e26, (ActionAir only),8.3.1.1,Once the appropriate command has been given~ the competitor must not move away from the start location prior to issuance of the Start Signal without the prior approval~ and under the direct supervision~ of the Range Officer. Violation will result in a warning for the first offense and may result in the application of Rule 10.6.1 for a subsequent offense in the same match.,1717ec26-57d5-4776-84f3-cf4db22bd284,00000000-0000-0000-0000-000000000000
SUBRULE,0107915e-669c-4051-b133-4069437d8104,,8.3.4.1,In the event that a competitor inadvertently begins shooting prematurely ("false start")~ the Range Officer will~ as soon as possible~ stop and restart the competitor once the course of fire has been restored.,618706f0-22c2-4a90-9703-f57846751d29,00000000-0000-0000-0000-000000000000
SUBRULE,919c3de3-4ca5-411a-9b0a-edc609880935,,8.3.4.2,A competitor who reacts to a Start Signal but~ for any reason~ does not continue their attempt at the course of fire and fails to have an official time recorded on the timing device operated by the Range Officer~ will be given a zero time and zero score for that stage.,618706f0-22c2-4a90-9703-f57846751d29,00000000-0000-0000-0000-000000000000
SUBRULE,38d8357c-20a0-40ae-9f9d-ee5a5db08bbb,,8.3.5.1,When two or more courses of fire share a common shooting bay or area~ Range Officers may issue other interim commands on completion of the first COF~ in order to prepare the competitor for the second and subsequent COF (e.g. "Reload if required"). Any such interim commands to be used must be clearly stated in the written stage briefing.,f92ef4af-d82e-45a7-8af4-fd6771109c33,00000000-0000-0000-0000-000000000000
SUBRULE,3f4ca1ca-c517-441c-987a-1c918d9a2818, (ActionAir only),8.3.6.1,If the Range Officer does not actually see the chambered projectile fall from the chamber~ he must take or order whatever action he deems necessary to ensure that no competitor leaves the COF with a projectile still inside the gun. If necessary~ a rod or other tool may be used.,d09d66ae-3abd-445d-ba1c-cdff087c6b12,00000000-0000-0000-0000-000000000000
SUBRULE,2b307f4e-e28d-4cdc-8182-e2ca6e9c4b98, (ActionAir | Handgun only),8.3.7.1,Self-loaders � Release the slide and pull the trigger (without touching the hammer or decocker~ if any). If a handgun has a device which requires a magazine be inserted to enable the trigger to be pulled~ the competitor must~ on issuance of the above command~ inform the Range Officer~ who will direct and supervise the use~ and subsequent removal~ of an empty magazine to facilitate this process.,6cd78d26-259f-4757-a824-3385e1dc1343,00000000-0000-0000-0000-000000000000
SUBRULE,c26788b3-37d8-469a-b36e-4d7ec8acd7df, (ActionAir only),8.3.7.2,Not applicable.,6cd78d26-259f-4757-a824-3385e1dc1343,00000000-0000-0000-0000-000000000000
SUBRULE,6b60bd01-20ac-489d-b032-a9abdc117449, (ActionAir | Handgun only),8.3.7.3,If the gun proves to be clear~ the competitor must holster his handgun. Once the competitor's hands are clear of the holstered handgun~ the course of fire is deemed to have ended.,6cd78d26-259f-4757-a824-3385e1dc1343,00000000-0000-0000-0000-000000000000
SUBRULE,2204e0fa-9828-4fd4-8451-121153657a11, (ActionAir | Handgun only),8.3.7.4,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,6cd78d26-259f-4757-a824-3385e1dc1343,00000000-0000-0000-0000-000000000000
SUBRULE,a405f46f-b107-4862-ba3a-dcaf814cb007, (Handgun only),8.3.7.2,Close the empty cylinder (without touching the hammer~ if any).,6cd78d26-259f-4757-a824-3385e1dc1343,00000000-0000-0000-0000-000000000000
SUBRULE,1a728fbb-afd8-4cb8-89fa-33b931d0a396, (ActionAir | Shotgun | Rifle | MiniRifle | PCC only),8.3.9.1,The recommended physical signals are taps on the competitor�s weak side shoulder using a countdown protocol~ namely 3 taps for "Are You Ready?"~ 2 taps for "Standby" and 1 tap to coincide with the Start Signal.,914ae608-0bd9-45aa-9922-7e5f90ccc4cb,00000000-0000-0000-0000-000000000000
SUBRULE,1d290801-476c-4a45-8770-08fde0ade2d5, (ActionAir | Handgun | Shotgun | Rifle | PCC only),8.3.9.2,Competitors wishing instead to use their own electronic or other device must firstly submit it for examination~ testing and approval by the Range Master before it can be used.,914ae608-0bd9-45aa-9922-7e5f90ccc4cb,00000000-0000-0000-0000-000000000000
SUBRULE,b00e5f80-fc02-44d7-8226-674554a47665, (Handgun only),8.3.9.1,The recommended physical signals are taps on the competitor's weak side shoulder using a countdown protocol~ namely 3 taps for "Are You Ready?"~ 2 taps for "Standby" and 1 tap to coincide with the Start Signal.,914ae608-0bd9-45aa-9922-7e5f90ccc4cb,00000000-0000-0000-0000-000000000000
SUBRULE,8b141c24-8e94-417b-80a5-01535b363d47, (MiniRifle only),8.3.9.2,Competitors wishing instead to use their own electronic or other device must firstly submit it for,914ae608-0bd9-45aa-9922-7e5f90ccc4cb,00000000-0000-0000-0000-000000000000
SUBRULE,3be7fb9c-5fee-4098-9982-87a0307b225b, (Handgun | Shotgun | Rifle | MiniRifle | PCC only),8.3.1.1,Once the appropriate command has been given~ the competitor must not move away from the start location prior to issuance of the Start Signal without the prior approval~ and under the direct supervision~ of the Range Officer. Violation will result in a warning for the first offense and may result in the application of Rule 10.6.1 for a subsequent offense in the same match.,79131403-2535-42f5-834e-6d29404aec6b,00000000-0000-0000-0000-000000000000
SUBRULE,7c034088-1f99-48c3-bba0-6bd20fbb725a, (Shotgun only),8.3.7.1,Close the action~ pull the trigger to release the hammer and then open the action again.,74d41d1b-a96d-4801-bd16-24c1a8a16553,00000000-0000-0000-0000-000000000000
SUBRULE,cc428a90-db4c-4c84-95a0-8b8f2be854e2, (Shotgun only),8.3.7.2,If the gun proves to be clear~ a chamber safety flag must be fitted. The action can remain open or,74d41d1b-a96d-4801-bd16-24c1a8a16553,00000000-0000-0000-0000-000000000000
SUBRULE,3466af4f-95e2-44f6-87ec-005b1ee6dedb, (Shotgun only),8.3.7.3,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,74d41d1b-a96d-4801-bd16-24c1a8a16553,00000000-0000-0000-0000-000000000000
SUBRULE,17f0e955-191b-4d65-aee6-6e0934e608fc, (Shotgun only),8.3.7.4,Full compliance with Rules 8.3.7.1 and 8.3.7.2 signifies the end of the course of fire. The competitor must then comply with Rule 5.2.1.,74d41d1b-a96d-4801-bd16-24c1a8a16553,00000000-0000-0000-0000-000000000000
SUBRULE,840ba1dd-7f1c-4c67-9a40-0b1aeae7c630, (Rifle only),8.3.7.1,Close the action~ pull the trigger to release the hammer and then open the action again.,58c37b61-c3f1-472a-9130-b19c47697c45,00000000-0000-0000-0000-000000000000
SUBRULE,44220711-b2ef-4baf-af99-485b87e16398, (Rifle only),8.3.7.2,If the gun proves to be clear~ a chamber safety flag must be fitted. The action can remain open or be closed.,58c37b61-c3f1-472a-9130-b19c47697c45,00000000-0000-0000-0000-000000000000
SUBRULE,62154bcf-e263-40d7-aa06-9859eb14b2ee, (Rifle only),8.3.7.3,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,58c37b61-c3f1-472a-9130-b19c47697c45,00000000-0000-0000-0000-000000000000
SUBRULE,971c1601-3729-4544-94a3-e092bd1b9573, (Rifle only),8.3.7.4,Full compliance with Rules 8.3.7.1 and 8.3.7.2 signifies the end of the course of fire. The competitor must then comply with Rule 5.2.1.,58c37b61-c3f1-472a-9130-b19c47697c45,00000000-0000-0000-0000-000000000000
SUBRULE,3f53fd75-f6ef-414e-b882-e984d7e5bf47, (PCC only),8.3.7.1,Close the action~ pull the trigger to release the hammer and then open the action again.,4e025707-431c-4715-9470-11c60aafe3e1,00000000-0000-0000-0000-000000000000
SUBRULE,ed164ea2-cf34-4dc3-9acb-e976caeb9cdf, (PCC only),8.3.7.2,If the gun proves to be clear~ a chamber safety flag must be fitted. The action can remain open or be closed.,4e025707-431c-4715-9470-11c60aafe3e1,00000000-0000-0000-0000-000000000000
SUBRULE,b43b8a43-2b86-476e-8c69-8e8a70976f3c, (PCC only),8.3.7.3,If the gun does not prove to be clear~ the Range Officer will resume the commands from Rule 8.3.6 (also see Rule 10.4.3).,4e025707-431c-4715-9470-11c60aafe3e1,00000000-0000-0000-0000-000000000000
SUBRULE,ec552db6-d041-4567-8704-13575db96a21, (PCC only),8.3.7.4,Full compliance with Rules 8.3.7.1 and 8.3.7.2 signifies the end of the course of fire. The competitor must then comply with Rule 5.2.1.,4e025707-431c-4715-9470-11c60aafe3e1,00000000-0000-0000-0000-000000000000
SUBRULE,8964b12d-a3e1-480e-b305-b6c98fc680bc,,8.5.1.1,Taking more than one step in any direction.,d9791f46-c8b5-486f-89e0-6afa0d3db6ba,00000000-0000-0000-0000-000000000000
SUBRULE,1123b381-b46d-4e14-850c-adb3008e8727,,8.5.1.2,Changing shooting position (e.g. from standing to kneeling~ from seated to standing etc.).,d9791f46-c8b5-486f-89e0-6afa0d3db6ba,00000000-0000-0000-0000-000000000000
SUBRULE,0e2405bc-d4e3-47fa-8992-8b00b73385c6, (ActionAir | Shotgun | Rifle | MiniRifle | PCC only),8.6.1.1,Competitors confined to wheelchairs or similar devices may be given special dispensation by the Range Master in respect of mobility assistance. However~ the provisions of Rule 10.2.10 may still apply~ at the Range Master�s discretion.,ad3ccd90-e555-4ec0-8822-f0e40e1d78f1,00000000-0000-0000-0000-000000000000
SUBRULE,fbbdd146-4878-42e8-97b0-cd3726d3aa02, (Handgun only),8.6.1.1,Competitors confined to wheelchairs or similar devices may be given special dispensation by the Range Master in respect of mobility assistance. However~ the provisions of Rule 10.2.10 may still apply~ at the Range Master's discretion.,ad3ccd90-e555-4ec0-8822-f0e40e1d78f1,00000000-0000-0000-0000-000000000000
SUBRULE,7cfaaaee-606b-472a-9c5c-a6f92888676f, (Rifle | MiniRifle | PCC only),8.7.1.1,If match organizers also prohibit taking a sight picture with an unloaded firearm prior to the Start Signal~ competitors must be advised in the written stage briefing. Violation will result in a warning for the first occurrence and one procedural penalty for each subsequent occurrence in the same match.,3d6764eb-404f-4c51-b43a-500edaf38d47,00000000-0000-0000-0000-000000000000
SUBRULE,8104b392-2c22-4641-977c-806878e62b42, (Rifle | MiniRifle | PCC only),8.7.1.2,When permitted~ competitors taking a sight picture with an unloaded firearm prior to the Start Signal must only do so on a single target~ to verify that their sights are prepared as required. Competitors who test a targeting sequence or a shooting position while taking a sight picture will incur one procedural penalty per occurrence.,3d6764eb-404f-4c51-b43a-500edaf38d47,00000000-0000-0000-0000-000000000000
SUBRULE,4bef9c02-3248-4a65-a3ff-73e63df447c6, (Shotgun only),8.1.1.1,Loaded (Option 1): magazine filled and fitted (if applicable)~ chamber(s) loaded~ hammer and/or sear cocked and safety catch applied (if the shotgun is designed to have one).,981ed1a6-0262-40be-9fb7-c394c7cb2f1c,00000000-0000-0000-0000-000000000000
SUBRULE,f78f890b-a590-4987-9165-65ae7502c0ca, (Shotgun only),8.1.1.2,Loaded (Option 2): magazine filled and fitted (if applicable)~ chamber(s) empty and the action closed.,981ed1a6-0262-40be-9fb7-c394c7cb2f1c,00000000-0000-0000-0000-000000000000
SUBRULE,c5178a19-e1c4-4757-9ed8-c43e847fcfd0, (Shotgun only),8.1.1.3,Unloaded (Option 3): fixed magazine must be empty~ detachable magazines removed and chamber(s) must be empty. The action/bolt may be open or closed.,981ed1a6-0262-40be-9fb7-c394c7cb2f1c,00000000-0000-0000-0000-000000000000
SUBRULE,b5dc4722-7786-431a-a8ab-9cfd8b3bd640, (Shotgun only),8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,3253b02a-dc05-4c68-8c69-007445f1ec47,00000000-0000-0000-0000-000000000000
SUBRULE,83d0b6c2-02c6-47dd-8637-0b5905a44c72, (Rifle | MiniRifle only),8.1.1.1,Loaded (Option 1): magazine filled and fitted (if applicable)~ chamber loaded~ hammer and/or sear cocked and safety catch applied (if the rifle is designed to have one).,12eb2943-39c4-492d-9433-9a0a5d55f099,00000000-0000-0000-0000-000000000000
SUBRULE,3af58288-352c-47af-8860-cefaf470225f, (Rifle | MiniRifle only),8.1.1.2,Loaded (Option 2): magazine filled and fitted (if applicable)~ chamber empty and the action closed.,12eb2943-39c4-492d-9433-9a0a5d55f099,00000000-0000-0000-0000-000000000000
SUBRULE,05a470cf-f828-42a5-bb2e-dfcaee280400, (Rifle | MiniRifle only),8.1.1.3,Unloaded (Option 3): fixed magazine must be empty~ detachable magazines removed and chamber must be empty. The action may be open or closed.,12eb2943-39c4-492d-9433-9a0a5d55f099,00000000-0000-0000-0000-000000000000
SUBRULE,535fd46d-76ec-4fb7-b896-246b6a1a2d81, (Rifle | MiniRifle only),8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,b80dc49b-dca7-4f66-9bed-482d880521f1,00000000-0000-0000-0000-000000000000
SUBRULE,d89f9225-852d-4a53-8ddb-9cd14b6f58a1, (PCC only),8.1.1.1,Loaded (Option 1): magazine filled and fitted (if applicable)~ chamber loaded~ hammer and/or sear cocked and safety catch applied (if the firearm is designed to have one).,50735483-1bd6-4913-bba6-767d919735b5,00000000-0000-0000-0000-000000000000
SUBRULE,e3819fdb-061e-4b1f-ad71-1a9f2f7f153b, (PCC only),8.1.1.2,Loaded (Option 2): magazine filled and fitted (if applicable)~ chamber empty and the action closed.,50735483-1bd6-4913-bba6-767d919735b5,00000000-0000-0000-0000-000000000000
SUBRULE,78c181bc-69a5-4ac2-811d-941065aaa66a, (PCC only),8.1.1.3,Unloaded (Option 3): fixed magazine must be empty~ detachable magazines removed and chamber must be empty. The action may be open or closed.,50735483-1bd6-4913-bba6-767d919735b5,00000000-0000-0000-0000-000000000000
SUBRULE,c374e63e-e159-4a70-a24c-2b4fe2c40aae, (PCC only),8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,11d9d376-3f73-44f5-b1d0-d59f41173d39,00000000-0000-0000-0000-000000000000
SUBRULE,d4fbf5f2-765e-4115-8e14-52ce32863bd0,,9.1.2.1,Score the affected target as a missed target; or,11392c34-3e71-4f99-b8b7-5b72b5a22d8a,00000000-0000-0000-0000-000000000000
SUBRULE,6e527f1d-8d28-4b48-a213-119582b90ebb,,9.1.2.2,Impose penalties for any affected no-shoots.,11392c34-3e71-4f99-b8b7-5b72b5a22d8a,00000000-0000-0000-0000-000000000000
SUBRULE,a6f9b994-a8e1-4282-8a21-d487b75acbbc,,9.1.4.1,In the event that patches or tape applied to a restored paper target are accidentally blown off by wind~ muzzle blast or another reason~ and it is not obvious to the Range Officer which hits were made by the competitor being scored~ the competitor will be required to reshoot the course of fire.,c1dfb930-bcf4-47ec-9cf3-06aaab7cc41a,00000000-0000-0000-0000-000000000000
SUBRULE,b87d41f2-2ee3-4cc7-a84d-4255365ca135, (ActionAir | Handgun | Rifle | MiniRifle | PCC only),9.1.4.2,A competitor who hesitates or self-stops during his attempt at a course of fire~ due to a belief that one or more targets have not been restored or reset~ is not entitled to a reshoot.,c1dfb930-bcf4-47ec-9cf3-06aaab7cc41a,00000000-0000-0000-0000-000000000000
