DISCIPLINE,cdb32d12-3aa3-48cf-8c61-35e79ed20813,PCC
CHAPTER,c86d2fe7-2dfb-4565-807d-0574efbfc37f,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,49e6de35-6d75-49fa-afd9-4c18e4f2172c,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a79c0382-d014-4ba4-8f21-dea979f9e067,Course Information,3,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,9071bf64-3560-48d5-a8f6-ce0831e88afc,Range Equipment,4,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5e0cda95-8451-400b-99f0-5cd03979ce93,Competitor Equipment,5,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,59271ca0-0719-4d94-9252-28c5b053bacb,Match Structure,6,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,a60f3827-c3c8-4018-8059-e45221c0a1a5,Match Management,7,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5b702d6a-0ad4-4c45-8c35-8dde21080dd6,The Course of Fire,8,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5231d906-bc73-452c-a752-0a5a7f168391,Scoring,9,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,e436aa69-4e8b-4c95-996c-2b13d2f07730,Penalties and Disqualifications,10,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,904a9cb0-c18c-467d-9f25-e6e1c11239de,Arbitration and Interpretation of Rules,11,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
CHAPTER,5de1ba9c-0a14-4e2f-a308-b9ed1af4a54a,Miscellaneous Matters,12,,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d79447e4-b4f8-4c06-a07c-b07aa3494c8a,,4.1.4.2,Cover provided merely to obscure targets is considered soft cover. Shots which have passed through soft cover and which strike a scoring target will score. Shots that have passed through soft cover before hitting a no-shoot will be penalized. All scoring zones on targets obscured by soft cover must be left wholly intact. Targets obscured by soft cover must either be visible through the soft cover or at least a portion of the affected target(s) must be visible from around the soft cover.,1e87d573-01d4-4a07-b38b-c6f62f49dd7f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,0458fbcc-90a7-4d59-af24-6b3d027a497c,,4.2.2.1,The front of paper no-shoots must include a sufficiently distinguishable non-scoring border. In the absence of perforations or other suitable markings~ the Range Master must ensure that all affected no-shoots have a replacement 0.5 cm (Mini Targets 0.3 cm) non-scoring border drawn or fitted thereon.,96f0ebd4-b719-4909-857c-e5e67c93b46c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d7d495f0-a79c-482c-9386-075f45931753,,4.2.3.1,By actually hiding a portion of the target (see Rule 4.1.4.1); or,0668423a-d3b1-4fc0-98be-5ffb098fc3c3,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,5810f63e-a611-4a52-8286-9c1d6f175224,,4.2.3.2,By physically cutting targets from edge to edge to remove the portion deemed to be hidden by hard cover. Such targets must be fitted with a replacement 0.5 cm (Mini Targets 0.3 cm) non�scoring border~ which must extend the full width of the edge of the cut scoring area (see Rule 4.2.2); or,0668423a-d3b1-4fc0-98be-5ffb098fc3c3,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,14a5de4e-fe32-4bf4-a8c1-f42641c9d557,,4.2.3.3,By painting or taping with a sharply defined boundary the portion of the target deemed to be hidden by hard cover with a single and visibly contrasting color.,0668423a-d3b1-4fc0-98be-5ffb098fc3c3,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,cd2414ed-2403-40cd-9007-bd9474a3694a,,4.2.3.4,When paper targets are partially hidden~ physically cut~ painted and/or taped~ at least a portion of all scoring zones must remain visible.,0668423a-d3b1-4fc0-98be-5ffb098fc3c3,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,799a5872-0eb2-4e92-af47-ef2a357236d1,,4.3.1.1,Metal targets and no-shoots which can accidentally turn edge-on or sideways when hit are expressly prohibited. Using them may result in withdrawal of IPSC sanction.,b36fb35e-7494-44e0-a5cf-ec59e14e0de7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,3b456092-ecb0-4ccb-b2f2-a311a20292da,,4.3.1.2,Metal targets and no-shoots which a Range Officer deems have fallen or overturned due to being hit on the apparatus supporting them~ or for any other accidental reason (e.g. wind action~ a ricochet~ being hit solely by a shotgun wad etc.)~ will be treated as range equipment failure (see Rule 4.6.1).,b36fb35e-7494-44e0-a5cf-ec59e14e0de7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,523afd0f-8b95-44dc-82f1-3388120dc36e,,4.3.1.3,Metal targets and no-shoots do not have a non-scoring border.,b36fb35e-7494-44e0-a5cf-ec59e14e0de7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,775126ce-440d-49e0-899e-ec596c19da03,,4.3.1.4,Metal targets and no-shoots must be shot and fall~ overturn or self-indicate to score.,b36fb35e-7494-44e0-a5cf-ec59e14e0de7,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,e1cd8498-7af8-4441-8b00-40b513f66ed6,,4.3.2.1,IPSC Poppers and IPSC Mini Poppers are both approved metal targets designed to recognize power~ and must be calibrated as specified in Appendix C1.,c108341a-2cba-4555-b292-396bdba9ae83,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,e4dc4e18-1892-4d25-8853-22f0726f2452,,4.3.3.1,Metal plates of various sizes may be used (see Appendix C3).,0651ce4d-6cac-4252-a57c-9204bedb6360,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,91109be9-53ca-43f5-a8b6-4c512b73718b,,4.3.3.2,Metal plates do not recognize power and are not subject to calibration or calibration challenges. If a metal plate has been adequately and directly hit (i.e. with a full bullet diameter) but it fails to fall or overturn~ a Range Officer may declare range equipment failure and order the competitor to reshoot the course of fire~ after the faulty plate has been rectified.,0651ce4d-6cac-4252-a57c-9204bedb6360,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,bacd7c67-d241-4090-b44d-138275aac701,,4.3.3.3,Metal plates which fail to fall or overturn when initially hit~ but which fall or overturn when hit with a subsequent shot~ are not subject to a reshoot.,0651ce4d-6cac-4252-a57c-9204bedb6360,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,4747713c-58ed-4ede-a81c-13b7f9b88ca6,,4.3.3.4,Metal plates must not be used exclusively in a course of fire. At least one authorized scoring paper target or scoring popper (in addition to any paper or metal no-shoots)~ must be included in each course of fire.,0651ce4d-6cac-4252-a57c-9204bedb6360,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,98c2373d-939d-44e0-9ed5-ab9c89e3f2e5,,4.3.4.1,Metal no-shoot poppers and plates may be designed to fall or overturn when hit~ or may be designed to remain upright. In either case~ they must~ if hit~ be repainted during the scoring process~ failing which subsequent competitors must not be penalized for hits visible on their surface.,81e26563-0947-435a-8b38-900d0ace1984,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,34320895-7f09-4257-95e1-f13a8d5955bc,,4.3.4.2,Metal no-shoots in the general size and shape of authorized paper targets may be used.,81e26563-0947-435a-8b38-900d0ace1984,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,83b19c59-7142-4bed-b7f4-2586163ea2f7,,4.6.1.1,The declaration and/or use of any firearm as range equipment is prohibited.,fea1f2e7-afae-404c-9a88-94fc5bb4b93d,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,749b36cf-e593-4329-bc6d-d5bd119d90e1,,4.6.2.1,Unrestored paper targets are not range equipment failure (see Rule 9.1.4).,bd73603e-1d02-47ae-827d-2028c0c9f9e4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,2eb06214-7784-4b52-9b69-ede97bc5364c,,4.6.2.2,If a Range Master deems that one or more targets in a course of fire are faulty and/or have been presented in a manner significantly different to earlier presentations~ he may offer a reshoot to the affected competitor(s).,bd73603e-1d02-47ae-827d-2028c0c9f9e4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d4109129-5fab-4e05-8f8e-21f1854f7f45,,5.1.3.1,"Open sights" are aiming devices fitted to a firearm which do not use electronic circuitry and/or lenses. Fiber-optic inserts are deemed not to be lenses.,d885e3e2-53bc-42f6-bca2-1d355950c51c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,a35033b8-7031-453a-b8e5-4a0d6b2979f6,,5.1.3.2,"Optical/electronic sights" are aiming devices (including flashlights) fitted to a firearm which use electronic circuitry and/or lenses.,d885e3e2-53bc-42f6-bca2-1d355950c51c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,0942cc74-fa3c-474c-9168-d110e4226b3a,,5.1.3.3,The Range Master is the final authority in respect of the classification of any sights used in an IPSC match and/or their compliance with these rules~ including the Divisions in Appendix D.,d885e3e2-53bc-42f6-bca2-1d355950c51c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,5443a68e-fb3d-43a0-a0e3-7d438aa2f38a,,5.1.7.1,The substitute firearm satisfies the requirements of the relevant Division and is of the same type~ action and caliber and is fitted with the same type of sights; and,b27a69d1-7f84-4ed5-86ef-ae29b35587ef,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,c96b387f-3962-4827-af3e-532d71b85402,,5.1.7.2,In using the substitute firearm the competitor will not gain an advantage; and,b27a69d1-7f84-4ed5-86ef-ae29b35587ef,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,ab39bdcc-1ce3-4d49-8d4b-fba130c44d13,,5.1.7.3,The competitor�s ammunition~ when tested in the substitute firearm~ attains the minimum power factor.,b27a69d1-7f84-4ed5-86ef-ae29b35587ef,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,c1899b1b-3834-46f2-b406-f146167df1b1,,5.1.8.1,The mounting or detaching of a magwell~ barricade stop or vertical front grip is not considered a significant modification of a firearm.,7744c53b-33fb-4e2d-85b2-aa4214fd22a2,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,606d4ad1-0b77-4767-a37a-62906554d36c,,5.2.1.1,Competitors arriving at an IPSC match in possession of a loaded firearm must immediately report to a Range Officer~ who will supervise unloading of the firearm. Competitors failing to comply may be subject to Rule 10.5.13.,454a3cb9-c065-4ef8-8e19-4b3f2283b32a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,437841dc-48e8-4571-aac7-041df5b6d160,,5.2.1.2,Within the provisions of Rule 5.2.1 no ammunition of any kind is permitted on the gun~ or in clips or loops fitted to the gun~ or to a sling fitted to the gun except when under the supervision of~ and in response to a direct instruction issued by a Range Officer.,454a3cb9-c065-4ef8-8e19-4b3f2283b32a,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,ca12cd8c-3b74-4d07-8f7a-bd77390c5e65,,5.6.1.1,The power factor rating to enable a competitor's scores to be included in match results is called "Minor". The power factor floor for Minor rating~ and other specific requirements applicable to each Division~ are stipulated in Appendix D.,158ef88e-2e95-47f1-a57f-9f825c44a809,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,60f8ebc2-0661-4800-982b-84b3e2c4c2d8,,5.6.1.2,Some Divisions offer a higher power factor rating called "Major"~ which enables competitors to earn more points for peripheral shots on scoring paper targets. The power factor floor for Major rating~ if available~ and other specific requirements applicable to each Division~ are stipulated in Appendix D.,158ef88e-2e95-47f1-a57f-9f825c44a809,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,bb507384-fe07-4112-8985-64ace890c9e4,,5.6.1.3,The associated values awarded for Minor and Major scoring hits are illustrated in Appendices B and C. The method used to determine power factor is explained in the following section.,158ef88e-2e95-47f1-a57f-9f825c44a809,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,27e0913c-3bd6-4a3d-9079-e70f5e852b5a,,5.6.2.1,At the beginning of the first day of the match~ a Range Officer will fire 3 rounds from the supply of the official match calibration ammunition through the calibration firearm over the chronograph~ and the average velocity of the 3 rounds will be recorded;,26c0bb12-f93e-43f4-8c76-c0a01ab9b7b0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,0abc0fdf-7a2d-4d25-8234-77d2191dc0f3,,5.6.2.2,On each of the following match days~ the process will be repeated using the same firearm and ammunition supply (ideally from the same factory lot);,26c0bb12-f93e-43f4-8c76-c0a01ab9b7b0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,73172857-301e-4673-9021-636e85d282d2,,5.6.2.3,The chronograph will be deemed to be within tolerance if the daily average velocity is within +/�5% of the average velocity achieved in Rule 5.6.2.1;,26c0bb12-f93e-43f4-8c76-c0a01ab9b7b0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,66d61612-57ff-4c29-9d83-9a26000fe823,,5.6.2.4,Should a daily variance exceed the allowable tolerance stated above~ the Range Master will take whatever steps he deems necessary to rectify the situation. A sample form suitable for recording daily readings appears in Appendix C4;,26c0bb12-f93e-43f4-8c76-c0a01ab9b7b0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d57e4b62-76af-4202-a313-71ad3610499e,,5.6.2.5,The official match bullet scale(s) should be initially calibrated~ in accordance with the manufacturer's recommendations~ when the first squad arrives for testing each day and again immediately before each subsequent squad is tested (see Rule 5.6.3).,26c0bb12-f93e-43f4-8c76-c0a01ab9b7b0,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,56284940-5e32-4880-b241-db7dc9e111f7,,5.6.3.1,Ammunition must be tested using the competitor's firearm. Moreover~ prior to and/or during testing~ the competitor�s firearm and the component parts thereof must not be altered or modified in any way from the condition it is being used (or will be used) at the match. Violations will be subject to Section 10.6.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,2ffa6288-2490-41bf-9379-ca57c324b482,,5.6.3.2,An initial 8 sample rounds for the chronograph test will be drawn from each competitor at a time and place determined by Match Officials~ who may require additional tests of a competitor�s ammunition at any time during the match.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,76808d18-d69e-41dc-bc13-5b5cef5a0c98,,5.6.3.3,From the 8 sample rounds drawn by Match Officials~ 1 bullet is removed and weighed to determine the actual bullet weight~ and 3 bullets are fired over the chronograph. If a competitor has rounds of different bullet weights in his possession~ 8 sample rounds of each may be drawn for testing. The lowest power factor achieved during testing will be applied to all his scores in the match. All digits visible on the scales and chronograph displays must be used at face value (i.e. without rounding or truncation)~ for the calculation in Rule 5.6.3.5. In the absence of a bullet puller and scales~ the competitor's declared bullet weight will be used.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,2e96fef2-a3e1-4912-a9bb-2e7efd3d4e75,,5.6.3.4,If bullet weighing is conducted in advance of a competitor's arrival~ weighed bullets must be retained by the chronograph station with the competitor�s remaining sample rounds~ until the competitor or their delegate has attended the chronograph station and completed testing. If a competitor challenges the weight of a bullet pre-weighed before his arrival~ he is entitled to have the scales calibrated~ and the test bullet reweighed~ in his presence.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,37c8189e-236b-4085-99e8-9a5be32afd28,,5.6.3.5,Power factor is calculated using the bullet weight and the average velocity of the 3 rounds fired~ according to the following formula:,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,25226404-7a12-414a-9723-96e3ce9613bc,,5.6.3.6,If the resultant power factor fails to meet the declared power factor floor~ another 3 rounds will be fired over the chronograph. The power factor will be recalculated using the bullet weight and the average velocity of the 3 highest velocity rounds from the 6 rounds fired.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,418578f5-fced-4d1b-a491-2cc3963bff37,,5.6.3.7,If the power factor is still insufficient~ the competitor may elect to have his final bullet:,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,ed8428fc-f18e-4110-a0c2-5862f0ffd52c,,5.6.3.8,If the resultant power factor fails to meet the Major power factor floor of the relevant Division~ the competitor's scores will be recalculated as Minor~ if achieved.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d17428dd-bbea-46f2-92b3-46763c5d0d63,,5.6.3.9,If the resultant power factor fails to meet the minimum power factor floor for the relevant Division~ the competitor may continue shooting the match~ but his scores will not be entered into match results nor count for match recognition and awards.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,beab51ef-be56-420a-8bbf-82ee3b55924f,,5.6.3.10,If a competitor's ammunition is retested~ or if any authorized replacement ammunition is used~ and different power factors are recorded when tested according to these rules~ the lower power factor must be applied to score all courses of fire~ including those already completed by the competitor.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,6709625e-7bdb-4ad1-aeed-4e4e8d475642,,5.6.3.11,The scores of a competitor who~ for any reason~ fails to present his firearm for testing at the designated time and location and/or who fails to provide sample rounds for testing whenever requested by a Match Official~ will be removed from the match results.,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,2fe8ab91-5fba-4fdb-a612-0f3eef23a8d7,,5.6.3.12,If the Range Master deems that a chronograph has become inoperative~ and further testing of competitor�s ammunition is not possible~ the power factors of competitors which have been successfully tested will stand~ and the Major or Minor power factors declared by all other competitors who have not been tested will be accepted without challenge~ subject to any applicable Division requirements (see Appendix D).,6cd9ed9e-c476-4878-afec-c337ea49aa0f,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,5bb457a4-ff03-42ad-828d-05ef610d5874,,5.7.1.1,A competitor who experiences a firearm malfunction while responding to the "Load And Make Ready" or "Make Ready" command~ but prior to issuance of the Start Signal~ is entitled to retire~ under the authority and supervision of the Range Officer~ to repair his firearm~ without penalty~ subject to the provisions of Rule 5.7.4~ Rule 8.3.1.1 and all other safety rules. Once the repairs have been completed (and the provisions of Rule 5.1.7 have been satisfied~ if applicable)~ the competitor may return to attempt the course of fire~ subject to scheduling as determined by the Range Officer or Range Master.,c1ea155b-f444-44f7-b18a-d90d4e9decfa,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,1600283f-d814-4cd1-8399-43cb8edf9e03,,5.7.6.1,If the Range Officer finds evidence that confirms the suspected problem~ the competitor will not be entitled to a reshoot~ but will be ordered to rectify the problem. On the competitor's score sheet~ the time will be recorded up to the last shot fired~ and the course of fire will be scored "as shot"~ including all applicable misses and penalties (see Rule 9.5.6).,020eb2b8-c12b-4704-baf9-5ee5f03ec358,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,115b982b-5526-4fb3-9b65-8dc9d48c24b2,,5.7.6.2,If the Range Officer discovers that the suspected safety problem does not exist~ the competitor will be required to reshoot the stage.,020eb2b8-c12b-4704-baf9-5ee5f03ec358,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,0085f03a-5f23-4bd1-9de7-3023b8e169bc,,5.7.6.3,A competitor who self-stops due to a suspected or actual squib load is not entitled to a reshoot.,020eb2b8-c12b-4704-baf9-5ee5f03ec358,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d855a6f8-d63c-4e17-b15c-fc110700db95,,5.8.1.1,The competitor must obtain~ and retain for the duration of the match~ an official receipt from the match organizers (or their nominated vendor) at the match evidencing details of the quantity and description of the subject ammunition purchased at the match~ and said receipt must be produced on demand by any Match Official~ failing which the provisions of Rule 5.8.1 will not apply. Ammunition not purchased from the match organizers (or their nominated vendor) at the match will not enjoy the provisions of Rule 5.8.1~ regardless of whether or not such ammunition appears~ for all intents and purposes~ to be identical to official match ammunition.,8f137ff9-9028-490b-a0a3-5105bb0b620b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,5bcb96fb-2a35-4812-b6b4-e2674b97e8b6,,5.8.1.2,Official match ammunition purchased by competitors is deemed to be competitor equipment (see Section 5.7)~ therefore malfunctions will not be grounds for a reshoot and/or an appeal to Arbitration.,8f137ff9-9028-490b-a0a3-5105bb0b620b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,66ab9e53-fda5-4b1e-a112-12cc06013ca6,,5.8.1.3,Official match ammunition must not be restricted solely for sale to~ and/or use by~ competitors representing the host country and/or the vendor.,8f137ff9-9028-490b-a0a3-5105bb0b620b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,6b6ea942-8978-43ed-b540-97c9332c620e,,5.8.1.4,Official match ammunition must be approved by the Regional Director of the Region in which the match is being held (and by the IPSC President in respect of Level IV or higher matches).,8f137ff9-9028-490b-a0a3-5105bb0b620b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,a4b474f1-b391-467a-9da5-484c7433fad0,,5.8.1.5,Match Officials reserve the right to conduct chronograph or other tests on all and any ammunition~ at any time~ and a reason need not be given.,8f137ff9-9028-490b-a0a3-5105bb0b620b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,bf2855e8-3a15-4535-9731-61b7672d67c0,,6.2.3.1,If a competitor disagrees with an equipment compliance ruling~ the onus is upon him~ prior to him attempting any courses of fire~ to provide evidence acceptable to the examiner in support of his claim. In the absence or rejection of such evidence~ the original decision will stand~ subject only to appeal to the Range Master~ whose decision is final.,3940d971-9131-4c0d-8a67-6d636a36f0c4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,eae26bef-d741-452b-b31e-9a688cf6c9ce,,6.2.3.2,The competitor�s firearm and all allied equipment accessible to him during a course of fire are subject to compliance testing~ if requested by a Match Official.,3940d971-9131-4c0d-8a67-6d636a36f0c4,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,6ce26390-ed6e-425e-884f-8e374d969484,,6.2.5.1,Competitors who fail to comply with the requirements of Pistol Caliber Carbine Division after the Start Signal will not have their scores entered into match results.,f0062f0c-f6c5-4fc3-b23d-81572d656f07,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,f2d1be03-1ed3-4f17-bbf5-a5428ba2ec6a,,6.2.5.2,A competitor who is classified or reclassified as above must be notified as soon as possible. The Range Master's decision on these matters is final.,f0062f0c-f6c5-4fc3-b23d-81572d656f07,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,4c0fbbbc-c9ea-4746-aac5-d6531ea6ef92,,6.4.1.1,At Level IV matches~ the only teams permitted are those representing Regions within the zone where the match is being held (e.g. at a European Championship~ only teams representing Regions designated by IPSC as belonging to the European Zone can be fielded).,03322854-28d8-409d-ad07-d03b1faf8383,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,c5d5834c-5842-46a8-91d1-3b7c55a52616,,6.4.1.2,At Level IV and higher matches~ official Regional Teams must be "seeded" for squadding purposes in accordance to how the team placed at the same immediately preceding event~ if any~ even if the team is comprised of different persons.,03322854-28d8-409d-ad07-d03b1faf8383,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,a6e0064d-fabd-44cd-b99b-8cbf94136c66,,6.4.1.3,At Level IV or higher matches~ all members of the same official Regional Team must compete together in the same squad in the main match.,03322854-28d8-409d-ad07-d03b1faf8383,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,0f27a479-949f-4653-972c-2b101e98fcff,,6.4.2.1,The individual Division and/or Category assigned to a competitor determines his eligibility in respect of teams (e.g. a competitor individually in Standard Division cannot participate in an Open Division team). A female individually registered as "Lady" cannot participate in a team based on age~ or vice versa. A competitor individually registered in a Category may be a member of an overall team in the same Division.,08e3009d-089e-4d9a-b766-29094a367585,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,34b5e2a7-f7a9-43ea-ba15-efac6129dd26,,6.5.1.1,In any case~ match organizers must not accept any competitor or Match Official from another Region unless the Regional Director of that Region has confirmed the competitor's or Match Official's eligibility to participate in the subject match~ and that the competitor or Match Official is not under sanction from the IPSC Executive Council.,a24972cb-1fe2-4e0c-ac2a-59f2c760c70b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,d1fd149e-cefa-47c8-83f1-4438708cf876,,6.5.1.2,Competitors who ordinarily reside in a country or geographical area which is not affiliated to IPSC may join an IPSC affiliated Region and may compete under the auspices of that Region~ subject to the approval of the IPSC Executive Council and the Regional Director of that Region. If a competitor's country or geographical area of residence subsequently applies for affiliation to IPSC~ the competitor must become a member of that Region during the affiliation process.,a24972cb-1fe2-4e0c-ac2a-59f2c760c70b,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,6be1ed28-2eaf-40b9-a2f2-fcd95da0587d,,6.5.2.1,In respect of a competitor who resides in one Region~ but who wishes to represent the Region of which they are a citizen~ the Regional Directors for the Region of residence and the Region of citizenship must agree in writing prior to the commencement of the match.,13696515-a976-4b25-938d-b3c8f505952c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,938248f5-803f-4942-bb44-04b939ad0ae4,,6.5.2.2,A competitor who falls under the conditions of Rule 6.5.1.2 may represent the Region of which they are a member~ subject to the prior written approval of the Regional Director.,13696515-a976-4b25-938d-b3c8f505952c,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,16aea4f6-0f4b-4703-9d32-2b51f6663ef3,,7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,e460dc44-6e8e-4c3d-81bd-15e5dcf0b4e6,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,3b1cf017-ae95-4dd5-bc4e-afcb7f1184e4,,8.1.1.1,Loaded (Option 1): magazine filled and fitted (if applicable)~ chamber loaded~ hammer and/or sear cocked and safety catch applied (if the firearm is designed to have one).,58386631-d587-4b37-beeb-6ea3cc84ba07,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,f8d1234d-3636-4e90-afe4-c0dcf81f3be9,,8.1.1.2,Loaded (Option 2): magazine filled and fitted (if applicable)~ chamber empty and the action closed.,58386631-d587-4b37-beeb-6ea3cc84ba07,cdb32d12-3aa3-48cf-8c61-35e79ed20813
SUBRULE,4b25d9a8-4aa3-4363-ba1f-1a09d11e82d5,,8.1.1.3,Unloaded (Option 3): fixed magazine must be empty~ detachable magazines removed and chamber must be empty. The action may be open or closed.,58386631-d587-4b37-beeb-6ea3cc84ba07,cdb32d12-3aa3-48cf-8c61-35e79ed20813
