DISCIPLINE,9a343f59-e142-4d31-b0d2-c6be6925a106,ActionAir
CHAPTER,8563f3dd-787b-42e6-ae77-e3ee2dbd93ef,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,02ef8e05-c41b-4012-b579-713b87e198ba,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,8af0bcd7-f99e-4856-9e50-f3ec7ec296ed,Course Information,3,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,91e69ce1-bc0d-49be-8f26-48fbe81a584e,Range Equipment,4,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,687755c6-7542-4ec3-9cec-273f1e645f1d,Competitor Equipment,5,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,0c9fe70a-275c-415d-abdb-bc4ff0a81096,Match Structure,6,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,38c96a8a-89bf-453d-8cca-a12fc28c11d2,Match Management,7,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,feb1fc5f-e176-4be6-8280-183cb3752e62,The Course of Fire,8,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,88db1f00-ca62-4449-89d4-bf2f291cdc34,Scoring,9,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,5cdb76ee-e7cb-4667-addf-71f34186a872,Penalties and Disqualifications,10,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,fe536705-5d38-4e99-b75e-f5e9638efb5d,Arbitration and Interpretation of Rules,11,,9a343f59-e142-4d31-b0d2-c6be6925a106
CHAPTER,01b3528a-7163-4745-ab14-654f99b672a7,Miscellaneous Matters,12,,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,ab586aca-26f8-4f5f-8472-46dc0bd23202,,2.3.3.2,If possible~ require all competitors to complete the course of fire as revised with all previous attempts removed from the match results.,cde70479-82f5-4464-8ba8-0700e06a2a73,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,b9f52080-72c2-4b22-b68d-e0d4591828e8,,2.3.3.3,A competitor who refuses to reshoot a course of fire~ under this or any other Section~ when so ordered by a Range Officer~ will receive a zero score for that stage~ irrespective of any previous attempt.,cde70479-82f5-4464-8ba8-0700e06a2a73,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,12263100-9a44-4169-93a9-c3384a76b598,,2.3.4.1,A competitor who incurred a disqualification in a stage which is subsequently deleted~ may be entitled to reinstatement~ if the highest level of appeal pursued by the competitor (i.e. the Range Master or the Arbitration Committee~ as the case may be)~ deems that the disqualification was directly attributable to the reasons for the stage being deleted.,84d0697b-c6d8-4594-8356-84c384b71f3e,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,5b29daf1-f8fb-498c-996c-653784579e1d,,2.4.3.1,Casing~ uncasing~ and holstering unloaded firearms.,58b456af-85b0-4e73-bece-9fa54bf899d1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,ba2e741f-628f-4bb9-b9b2-9b2c96f6f3c3,,2.4.3.2,Practice the mounting~ drawing~ dry firing and re-holstering of unloaded firearms.,58b456af-85b0-4e73-bece-9fa54bf899d1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,1b826e26-fe95-4ae1-bec6-672ca851ef73,,2.4.3.3,Practice the insertion and removal of empty magazines and/or to cycle the action of a firearm.,58b456af-85b0-4e73-bece-9fa54bf899d1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,3e71c924-40fe-495a-9470-1e75490ead5f,,2.4.3.4,Conduct inspections~ stripping~ cleaning~ repairs and maintenance of firearms~ component parts and other accessories.,58b456af-85b0-4e73-bece-9fa54bf899d1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,43ea4620-4867-4534-a635-4b4fdb7eed33,,4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,40ae3323-bd50-47a6-b9d3-9624e4f65cae,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,2d3b54c2-e30a-4b8b-8392-5bdc0fd84255,,4.1.1.2,There are two sizes of poppers approved for use in IPSC Action Air matches (see Appendix C). IPSC Action Air Mini Poppers are used to simulate IPSC Action Air Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array: <br><br>- Action Air Targets and Action Air Poppers; or <br><br>- Action Air Targets and Action Air Mini Poppers. The following types and sizes of targets must not be included together in the same target array: <br><br>- Action Air Poppers and Action Air Mini Poppers.,40ae3323-bd50-47a6-b9d3-9624e4f65cae,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0fd445e0-2eae-48b7-8ab2-c2a12a6c14db,,4.1.2.1,The scoring area of the IPSC Action Air Target must be tan colored~ except where the Range Master deems that a lack of contrast with the surrounding area or background necessitates that a different color be used.,0db94532-ca23-4c91-b683-531bb632aa81,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,6d13ef13-5144-4a5a-820d-d6326c671689,,4.1.2.2,The entire front of scoring rigid targets may be presented in their manufactured color or be painted a single color~ preferably white.,0db94532-ca23-4c91-b683-531bb632aa81,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d9f169b8-85ba-491a-9ce3-86fb7dd87a9d,,4.1.4.1,Cover provided to hide all or a portion of a target will be considered hard cover. When possible hard cover should not be simulated but constructed using impenetrable materials (see Rule 2.1.3). Whole paper targets must not be used solely as hard cover.,19eddefe-3788-4f42-b7bb-230e996b1281,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d4b57a73-f1de-47a9-8556-5f9faa048fb9,,4.1.4.2,Cover provided merely to obscure targets is considered soft cover. Shots which have passed through soft cover and which strike a scoring target will score. Shots that have passed through soft cover before hitting a no-shoot will be penalized. All scoring zones on targets obscured by soft cover must be left wholly intact. Targets obscured by soft cover must either be visible through the soft cover or at least a portion of the affected target(s) must be visible from around the soft cover.,19eddefe-3788-4f42-b7bb-230e996b1281,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e2b0cbef-e03d-499c-aad3-02a334267bbc,,4.2.2.1,The front of paper no-shoots must include a sufficiently distinguishable non-scoring border. In the absence of perforations or other suitable markings~ the Range Master must ensure that all affected no-shoots have a replacement 0.3 cm non-scoring border drawn or fitted thereon.,89264113-7dca-48e2-8be3-5cf1b2ee18e4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a5c66800-db1b-45f5-9ee5-71595e4a100f,,4.2.3.1,By actually hiding a portion of the target (see Rule 4.1.4.1); or,dc971fc6-e59b-4d2d-8839-4eefc7b76eba,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,3cb14862-707a-4fc6-ad3b-05b672488553,,4.2.3.2,By physically cutting targets from edge to edge to remove the portion deemed to be hidden by hard cover. Such targets must be fitted with a replacement 0.3 cm non-scoring border~ which must extend the full width of the edge of the cut scoring area (see Rule 4.2.2); or,dc971fc6-e59b-4d2d-8839-4eefc7b76eba,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,5bb0d474-2f04-45b5-8bfa-ffc018e67c9d,,4.2.3.3,By painting or taping with a sharply defined boundary the portion of the target deemed to be hidden by hard cover with a single and visibly contrasting color.,dc971fc6-e59b-4d2d-8839-4eefc7b76eba,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,ebbc8049-631d-41f7-a4d0-2b5338c65ba3,,4.2.3.4,When paper targets are partially hidden~ physically cut~ painted and/or taped~ at least a portion of all scoring zones must remain visible.,dc971fc6-e59b-4d2d-8839-4eefc7b76eba,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,ad07c37d-29de-47c8-819f-cdaf0aaa0947,,4.3.1.1,Rigid targets and no-shoots which can accidentally turn edge-on or sideways when hit are expressly prohibited. Using them may result in withdrawal of IPSC sanction.,2acb1651-3602-4ffc-be32-13e999ace1c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,00894e5d-766a-47ff-882a-377e61c6605c,,4.3.1.2,Rigid targets and no-shoots which a Range Officer deems have fallen or overturned due to being hit on the apparatus supporting them~ or for any other accidental reason (e.g. wind action~ a ricochet~ etc.)~ will be treated as range equipment failure (see Rule 4.6.1).,2acb1651-3602-4ffc-be32-13e999ace1c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,17357be6-8fe7-41d0-88bc-cf484cc46232,,4.3.1.3,Rigid targets and no-shoots do not have a non-scoring border.,2acb1651-3602-4ffc-be32-13e999ace1c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a8b49074-3588-4ce1-b508-bf4601565e35,,4.3.1.4,Rigid targets and no-shoots must be shot and fall~ overturn or self-indicate to score.,2acb1651-3602-4ffc-be32-13e999ace1c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,561d1fd1-f01d-4591-9ecd-76c7cd531764,,4.3.2.1,IPSC Action Air Poppers and IPSC Action Air Mini Poppers are both approved rigid targets designed to recognize power~ and must be calibrated as specified in Appendix C1.,ade4c778-7aed-4fe2-be6a-a9ccd11e0b7b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c506856d-6646-4c24-8276-7cf16350e3da,Stop Plates,4.3.3.1,For the sake of consistent time recording of the end of a competitor�s attempt at a COF~ the use of a Stop Plate~ complying with the specifications in Appendix C3~ is recommended. Stop Plates must be clearly distinguishable from regular plates and they are subject to sensitivity calibration (see Appendix C1). Stop Plates are non-scoring.,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d57c3fbd-0cbf-4d23-9c63-dc8e6637fbde,Stop Plates,4.3.3.2,Stop Plates do not recognize power and~ with the exception of sensitivity calibration~ are not subject to calibration or calibration challenges. If a Stop Plate has been adequately and directly hit (i.e. with a full projectile diameter) but it fails to self-indicate~ a Range Officer may declare range equipment failure and order the competitor to reshoot the course of fire~ after the faulty Stop Plate has been rectified.,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e6d8b2e0-bce2-4591-b6ae-244f2d212b6c,Stop Plates,4.3.3.3,Stop Plates which fail to self-indicate when initially hit~ but which self-indicate when hit with a subsequent shot~ are not subject to a reshoot.,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,bef0fbae-d9b1-43de-8aa3-f737f0920235,Falling Plates,4.3.3.4,Falling plates~ not less than 10 centimeters square or in diameter~ may be used (see Appendix C3).,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,58d5f1a0-bcca-4e05-8d99-db3f56ad390a,Falling Plates,4.3.3.5,Falling plates do not recognize power and are not subject to calibration or calibration challenges.,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,fc5134c7-e97d-4133-b410-d8920e4c4461,Falling Plates,4.3.3.6,Falling plates must not be used exclusively in a course of fire. At least one authorized scoring paper target or scoring popper (in addition to any paper or rigid no-shoots)~ must be included in each course of fire.,f9b48c0c-27a1-4e85-8961-b2e81a076ee1,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,8eb7c0e8-fe6f-4bc5-9e15-51abde8e890f,,4.3.4.1,Rigid no-shoot poppers and plates must be designed to fall~ overturn or self-indicate when hit.,9449f668-2935-400e-9275-8801c1688303,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c8d84d01-93f1-4f56-b9f9-e5683faada98,,4.3.4.2,Rigid no-shoots in the general size and shape of authorized paper targets may be used.,9449f668-2935-400e-9275-8801c1688303,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,4e26cce7-25c6-4706-9733-f7bb1322f71c,,4.5.1.1,Objects intended to cushion the fall of discarded magazines may be strategically placed on the range surface by competitors prior to the start of a COF~ under the supervision of a Range Officer.,0d90e7ba-fb47-4c27-922e-07a2c17a858c,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c76cbcf0-f3c4-4a35-8b9a-d607c572babd,,4.6.1.1,The declaration and/or use of any firearm as range equipment is prohibited.,0d85a972-8f35-4ff1-9e0c-af2d4beed1e0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,aae064a8-575f-46c8-807b-d9d4ae755af0,,4.6.2.1,Unrestored paper targets are not range equipment failure (see Rule 9.1.4).,255d79d5-f1a0-4c71-9303-81f239dbb014,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,3e6415be-fcbc-4517-98d5-47cdc54a8a76,,4.6.2.2,If a Range Master deems that one or more targets in a course of fire are faulty and/or have been presented in a manner significantly different to earlier presentations~ he may offer a reshoot to the affected competitor(s).,255d79d5-f1a0-4c71-9303-81f239dbb014,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,973541ee-1e89-45a9-8e2d-66ebce1a2d30,,5.1.3.1,"Open sights" are aiming devices fitted to a firearm which do not use electronic circuitry and/or lenses. Fiber-optic inserts are deemed not to be lenses.,97a297b7-703d-47b4-85b3-13d90f12e20a,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d57c2609-6196-4cd8-80b4-ca2710d3bb56,,5.1.3.2,"Optical/electronic sights" are aiming devices (including flashlights) fitted to a firearm which use electronic circuitry and/or lenses.,97a297b7-703d-47b4-85b3-13d90f12e20a,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,db1ed3ed-09be-4f42-91e9-b2798c29bed4,,5.1.3.3,The Range Master is the final authority in respect of the classification of any sights used in an IPSC match and/or their compliance with these rules~ including the Divisions in Appendix D.,97a297b7-703d-47b4-85b3-13d90f12e20a,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,efd1668b-f6df-46f2-ba76-ea4471e9c48a,,5.1.7.1,The substitute firearm satisfies the requirements of the relevant Division; and,3054b380-582b-4d7f-bad3-869c734e35b0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a59648ec-feee-4966-ab27-fa22136768ea,,5.1.7.2,In using the substitute firearm the competitor will not gain an advantage.,3054b380-582b-4d7f-bad3-869c734e35b0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,35fa4076-0b1d-4ff7-bde6-47a39cbb1f5d,,5.2.1.1,Competitors arriving at an IPSC match in possession of a loaded firearm must immediately report to a Range Officer~ who will supervise unloading of the firearm. Competitors failing to comply may be subject to Rule 10.5.13.,1f63730e-5eea-4c55-a664-99e3ab196f11,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,f40a2eb5-6cbf-4edc-8d0d-830867ead996,,5.2.1.2,Handguns carried in a holster must have an empty magazine well~ and the hammer or striker must be decocked. Violations will incur a warning for the first occurrence but will be subject to Rule 10.6.1 for subsequent occurrences in the same match.,1f63730e-5eea-4c55-a664-99e3ab196f11,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,5455dec8-e26f-423c-955f-c35dfeb8fc8c,,5.2.3.1,Female competitors in all Divisions are subject to the same conditions as above~ except that the belt carrying the holster and all allied equipment may be worn at hip level. If another belt is worn at waist level~ the holster and all allied equipment must be placed on the lower belt.,2de4dde3-78cc-4072-ac4b-31c24655737d,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,87870e4d-07e0-4de7-8bc4-071f5b44dccb,,5.2.4.1,When a Competitor Ready Condition requires that magazines or speed loaders be placed on a table or similar~ the competitor may retrieve and carry those items anywhere on their person after the Start Signal~ and this will not be treated as contravention of Divisional equipment placement rules.,eb89fdf3-274f-4ccb-949a-3df65c170761,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,9e2af486-511f-4b25-adc4-737817c5b796,,5.2.4.2,Unless specified in the written stage briefing~ or unless required by a Range Officer~ the position of the holster and allied equipment must not be moved or changed by a competitor from stage to stage.,eb89fdf3-274f-4ccb-949a-3df65c170761,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d421d459-7df3-4e27-b435-e18ba7505849,,5.2.5.1,The measurement is to be taken while the competitor is standing relaxed (see Appendix E2).,ac62cad1-2ac8-41ce-b6b9-a7bd604bcdb0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,aa181197-14d1-41b5-9fbe-c8739c8ba4cb,,5.2.5.2,Any competitor who fails the foregoing test prior to the Start Signal will be required to immediately adjust his holster or allied equipment to comply with the requirements of the relevant Division. The Range Master may make allowances for variations in these requirements due to anatomical considerations. Some competitors may not be able to fully comply.,ac62cad1-2ac8-41ce-b6b9-a7bd604bcdb0,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,32a6d725-273e-4968-8051-4f054ce00533,,5.2.7.1,A shoulder holster or "tie-down" rig (visible or otherwise);,f602c852-24cf-4217-9d1b-5cac129e240b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0d792dc1-7166-47f1-a58d-ec1615599dcc,,5.2.7.2,A holster with the heel of the butt of the handgun below the top of the belt (see Appendix E3b);,f602c852-24cf-4217-9d1b-5cac129e240b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0b900859-3550-42eb-b56f-525661d6b397,,5.2.7.3,A holster which permits the muzzle of a holstered handgun to point further than 1 meter from the competitor's feet while standing relaxed;,f602c852-24cf-4217-9d1b-5cac129e240b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e81c0260-72f1-496c-b024-b65b2331d9af,,5.2.7.4,A holster which does not completely prevent access to~ or activation of~ the trigger of the handgun while holstered~ or a holster which requires use of the trigger finger to unlock or release the handgun when drawing.,f602c852-24cf-4217-9d1b-5cac129e240b,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,ad882d70-81f4-421d-9c84-9ce82ef7c847,,5.5.3.1,Competitors are permitted to place "reload boxes"~ to cushion the fall of ejected magazines and speed loaders~ at strategic locations in a COF. However~ the size~ number and location of reload boxes is subject to approval by Match Officials.,d55ed22c-f16f-4671-bbd9-6218e6d346af,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,f06037e0-535c-492b-819a-7c2d16cf61d7,,5.7.1.1,A competitor who experiences a firearm malfunction while responding to the "Load And Make Ready" or "Make Ready" command~ but prior to issuance of the Start Signal~ is entitled to retire~ under the authority and supervision of the Range Officer~ to repair his firearm~ without penalty~ subject to the provisions of Rule 5.7.4~ Rule 8.3.1.1 and all other safety rules. Once the repairs have been completed (and the provisions of Rule 5.1.7 have been satisfied~ if applicable)~ the competitor may return to attempt the course of fire~ subject to scheduling as determined by the Range Officer or Range Master.,711543e6-0f1c-4d4a-a35f-cb59cb40ae13,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0efe8ece-ba1c-4c38-ba92-012a6d5e5e62,,5.7.6.1,If the Range Officer finds evidence that confirms the suspected problem~ the competitor will not be entitled to a reshoot~ but will be ordered to rectify the problem. On the competitor's score sheet~ the time will be recorded up to the last shot fired~ and the course of fire will be scored "as shot"~ including all applicable misses and penalties (see Rule 9.5.6). However~ if a Stop Plate is being used~ the affected competitor will receive a zero score for the subject stage.,f3c65dee-7963-492e-a916-d942b42aacf8,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,2daf645c-eb5e-43ff-9260-7e2702ab5e28,,5.7.6.2,If the Range Officer discovers that the suspected safety problem does not exist~ the competitor will be required to reshoot the stage.,f3c65dee-7963-492e-a916-d942b42aacf8,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,8a95aaee-7171-4f01-ad81-0ea90aeebe65,,6.2.3.1,If a competitor disagrees with an equipment compliance ruling~ the onus is upon him~ prior to him attempting any courses of fire~ to provide evidence acceptable to the examiner in support of his claim. In the absence or rejection of such evidence~ the original decision will stand~ subject only to appeal to the Range Master~ whose decision is final.,a7fed5a5-f976-43a9-925f-0da40e689ffb,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,1f6371c4-9db2-43a5-9371-577320be20db,,6.2.3.2,The competitor�s firearm and all allied equipment accessible to him during a course of fire are subject to compliance testing~ if requested by a Match Official.,a7fed5a5-f976-43a9-925f-0da40e689ffb,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,63d567fe-1072-4ced-bca0-bb3c8d4acb99,,6.2.5.1,A competitor who fails to satisfy the maximum distance of handgun and allied equipment from his torso (see Appendix D)~ or the foremost limit for handgun~ holster and allied equipment (see Appendix E2)~ requirements of a declared Division after the Start Signal will incur a warning for the first offense. Subsequent occurrences in the same match will result in the competitor being placed in Open Division~ if available~ otherwise the competitor's scores will not be entered into match results. Competitors already registered in Open Division who fail to comply with the above requirements after the Start Signal will incur a warning for the first offense~ but will not have their scores entered into match results for subsequent occurrences in the same match. A competitor who fails to satisfy the equipment or other requirements~ with the exception of those listed above~ of a declared Division after the Start Signal~ will be placed in Open Division~ if available~ otherwise the competitor's scores will not be entered into match results. Competitors already registered in Open Division who fail to comply with the requirements~ with the exception of those listed above~ of Open Division after the Start Signal will not have their scores entered into match results. This rule does not apply for measurements done under Rule 5.2.5~ either before (see Rule 6.2.3) or after the competitor has shot the stage.,faa5f398-8907-46f3-9489-2f350ab1f2c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,2ef51c1e-e4cc-4230-aa39-8fcacb095b88,,6.2.5.2,A competitor who is classified or reclassified as above must be notified as soon as possible. The Range Master's decision on these matters is final.,faa5f398-8907-46f3-9489-2f350ab1f2c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,fd726c8e-ba88-4fcd-b3ae-02637ef061e1,,6.2.5.3,A competitor reclassified to Open Division under Rule 6.2.5.1 will thereafter be subject only to the provisions of Appendix D but is required to continue using the same firearm and sights~ unless Rule 5.1.7 applies.,faa5f398-8907-46f3-9489-2f350ab1f2c3,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,fba06642-66a7-4bbb-b13d-751683aa5263,,6.4.1.1,At Level IV matches~ the only teams permitted are those representing Regions within the zone where the match is being held (e.g. at a European Championship~ only teams representing Regions designated by IPSC as belonging to the European Zone can be fielded).,bd99091d-115d-4088-a8c9-23de800e1bfc,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,190e1c17-e884-4076-9a29-b81d0454a183,,6.4.1.2,At Level IV and higher matches~ official Regional Teams must be "seeded" for squadding purposes in accordance to how the team placed at the same immediately preceding event~ if any~ even if the team is comprised of different persons.,bd99091d-115d-4088-a8c9-23de800e1bfc,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,63146163-aec1-452c-95ad-0987bef88eee,,6.4.1.3,At Level IV or higher matches~ all members of the same official Regional Team must compete together in the same squad in the main match.,bd99091d-115d-4088-a8c9-23de800e1bfc,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a00f2265-6fd4-44d2-8f89-d21a964b27f1,,6.4.2.1,The individual Division and/or Category assigned to a competitor determines his eligibility in respect of teams (e.g. a competitor individually in Standard Division cannot participate in an Open Division team). A female individually registered as "Lady" cannot participate in a team based on age~ or vice versa. A competitor individually registered in a Category may be a member of an overall team in the same Division.,c4fdb94f-fb21-4f8c-a9b6-4ee2b9d9b5b5,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,656a2c79-7f6e-49ff-ae39-f1d1e0a9eb26,,6.5.1.1,In any case~ match organizers must not accept any competitor or Match Official from another Region unless the Regional Director of that Region has confirmed the competitor's or Match Official's eligibility to participate in the subject match~ and that the competitor or Match Official is not under sanction from the IPSC Executive Council.,c497b609-f287-493b-a9eb-de11bb0d556f,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,d09e7d0b-2f25-4a58-9032-5686ad68b285,,6.5.1.2,Competitors who ordinarily reside in a country or geographical area which is not affiliated to IPSC may join an IPSC affiliated Region and may compete under the auspices of that Region~ subject to the approval of the IPSC Executive Council and the Regional Director of that Region. If a competitor's country or geographical area of residence subsequently applies for affiliation to IPSC~ the competitor must become a member of that Region during the affiliation process.,c497b609-f287-493b-a9eb-de11bb0d556f,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,cb6e712e-88a9-4139-9278-fae5eb187408,,6.5.2.1,In respect of a competitor who resides in one Region~ but who wishes to represent the Region of which they are a citizen~ the Regional Directors for the Region of residence and the Region of citizenship must agree in writing prior to the commencement of the match.,e8a83cc4-5295-4328-9ced-47da4f4de697,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,c8c93c14-29b1-492d-a980-56a366f491c1,,6.5.2.2,A competitor who falls under the conditions of Rule 6.5.1.2 may represent the Region of which they are a member~ subject to the prior written approval of the Regional Director.,e8a83cc4-5295-4328-9ced-47da4f4de697,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,7f9a1aad-98a1-45e8-b566-6de1addcdbb8,,7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,a8a10e68-cfd6-4524-b13f-d0c7a4e4a975,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,a8c2fcdc-29aa-4047-bfee-69a058fb5afa,Single Action,8.1.2.1,"Single action" � Chamber loaded~ hammer cocked~ with external safety applied.,790f3041-e335-4851-95e7-09a01d5101a4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,e2110f39-19d9-4378-87d0-1511364d979e,Double Action,8.1.2.2,"Double action" � Chamber loaded~ hammer fully down or decocked.,790f3041-e335-4851-95e7-09a01d5101a4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,0175ed2c-bfe3-40c7-baf8-5cee980883b2,Selective Action,8.1.2.3,"Selective action" � Chamber loaded hammer fully down or decocked~ or chamber loaded~ hammer cocked with external safety applied.,790f3041-e335-4851-95e7-09a01d5101a4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,6872dc8a-8f9d-43f2-aa0d-1b1c960167e4,,8.1.2.4,For all self-loading pistols~ the term "external safety" means the primary visible safety lever on the handgun (e.g. the thumb safety on a "1911" genre handgun). In the event of doubt~ the Range Master is the final authority on this matter.,790f3041-e335-4851-95e7-09a01d5101a4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,3e3bcb6c-9f24-46bf-afbb-55d4f8450d5d,,8.1.2.5,If a handgun has a decocking lever~ that alone must be used to decock the handgun~ without touching the trigger. If a handgun does not have a decocking lever~ the hammer must be safely and manually lowered all the way forward (i.e. not just to a "half-cock notch" or to another similar intermediary position)~ or by removing the gas supply and dropping the hammer by activation of the trigger.,790f3041-e335-4851-95e7-09a01d5101a4,9a343f59-e142-4d31-b0d2-c6be6925a106
SUBRULE,9132287a-df9b-4c4c-a630-e8de944f3389,,8.1.3.1,When a written stage briefing requires that a competitor�s firearm and/or allied equipment be placed on a table or another surface prior to the Start Signal~ they must be placed as stipulated in the written stage briefing. Apart from components normally affixed to them (e.g. a thumb rest~ thumb safety~ racking or cocking handle~ base pad etc.)~ other items must not be used to artificially elevate them (also see Rule 5.1.8).,d7696f7d-db04-4a63-9c07-7a91d5715cb0,9a343f59-e142-4d31-b0d2-c6be6925a106
