DISCIPLINE,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0,Shotgun
CHAPTER,a522ef74-8f0a-4b4b-bc96-c2686648c948,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,d7eadec7-988c-41ea-bcd8-12eeba5062f9,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,4ee10809-42e9-44a7-b336-7aea1ea4ba68,Course Information,3,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,3525567f-1076-4514-ba19-f0b78c2c7650,Range Equipment,4,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,36e03673-8c72-4467-bdbd-fc2fd11f90d1,Competitor Equipment,5,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,22167b43-a0ec-4636-8d27-4fd082140bd8,Match Structure,6,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,92cfdc12-6b8c-42f9-a5ab-5e0132d330e0,Match Management,7,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,052d3107-1381-4ebc-9e5e-5fb45ed6074f,The Course of Fire,8,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,e59f5405-335f-4249-88ad-2ead96add2fd,Scoring,9,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,634b991c-2597-4d52-a8bf-e91540544366,Penalties and Disqualifications,10,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,54a6c27c-06c4-44a2-b503-64735c7fcebe,Arbitration and Interpretation of Rules,11,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
CHAPTER,766fcc57-a446-4f58-ac29-3c60c90b27aa,Miscellaneous Matters,12,,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,00009bb1-f187-46da-b3cb-9131929f28a7,,2.4.3.3,Practice the insertion and removal of empty magazines and/or to cycle the action of a firearm.,38fa7af2-941a-4aeb-b092-dc367cf2a591,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,aab79148-ce48-4023-9c48-9bef167d69c4,,2.4.3.4,Conduct inspections~ stripping~ cleaning~ repairs and maintenance of firearms~ component parts and other accessories.,38fa7af2-941a-4aeb-b092-dc367cf2a591,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,bf7e1bac-e2c1-4c60-820c-81a6ec509e40,,4.1.1.1,If one or more targets at a match fail to comply exactly with the stated specifications~ and if replacement targets of the correct specifications are unavailable~ the Range Master must decide whether or not the variance is acceptable for that match~ and which provisions of Section 2.3 of these rules will apply~ if any. However~ the Range Master's decision will only affect the match in progress~ and will not serve as a precedent for future matches held at the same location~ or for any subsequent use of the subject targets at another match.,49844abb-148a-4c5d-b877-6afc3230ee87,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,800cc8c2-cf02-4452-a082-1915fdf3ba70,,4.1.1.2,There are two sizes of paper targets and poppers approved for use in IPSC matches (see Appendices B and C). IPSC Mini Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,49844abb-148a-4c5d-b877-6afc3230ee87,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,5c405109-1118-4056-9dc0-fd597e94dfc4,,4.1.2.1,The scoring area of the IPSC Target and Mini Target must be tan colored~ except where the Range Master deems that a lack of contrast with the surrounding area or background necessitates that a different color be used.,4113bc34-e351-4585-8f72-196b21c82063,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,4687ada1-fbaf-4ba4-a634-0d2d178291c5,,4.1.2.2,The entire front of scoring metal targets may either be painted a single color~ preferably white~ or may be unpainted.,4113bc34-e351-4585-8f72-196b21c82063,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,09e4549b-94f9-44f0-939a-423ccf821a59,,4.1.4.1,Cover provided to hide all or a portion of a target will be considered hard cover. When possible hard cover should not be simulated but constructed using impenetrable materials (see Rule 2.1.3). Whole paper targets must not be used solely as hard cover.,6b44624b-0dcb-4ea3-b489-7e4891d9a4a2,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3917489f-f5c8-4295-b921-0c99d923426a,,4.2.1.1,The Universal~ the A4/A and the A3/B targets may be included together with other paper targets in the same course of fire.,10f231e5-4dbd-4062-b33b-50ac2e48550c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,4955ba9c-5614-48de-bf00-47a9a0fee48f,,4.2.2.1,The front of paper no-shoots must include a sufficiently distinguishable non-scoring border. In the absence of perforations or other suitable markings~ the Range Master must ensure that all affected no-shoots have a replacement 0.5 cm (Mini Targets 0.3 cm) non-scoring border drawn or fitted thereon.,77bdee74-dba5-4add-ba44-b26a0214a06f,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,66d94132-2643-445a-8f94-28f357e9f46d,,4.2.3.1,By actually hiding a portion of the target (see Rule 4.1.4.1); or,3089e938-046c-4b74-8c93-d75d451326de,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,fdcc1399-5bf3-428e-8616-33c9a7334107,,4.2.3.2,By physically cutting targets from edge to edge to remove the portion deemed to be hidden by hard cover. Such targets must be fitted with a replacement 0.5 cm (Mini Targets 0.3 cm) non-scoring border~ which must extend the full width of the edge of the cut scoring area (see Rule 4.2.2); or,3089e938-046c-4b74-8c93-d75d451326de,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,535c06eb-e6b2-4376-bf0d-0652496b4537,,4.2.3.3,By painting or taping~ with a sharply defined boundary~ the portion of the target deemed to be hidden by hard cover with a single and visibly contrasting color.,3089e938-046c-4b74-8c93-d75d451326de,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,357d8108-a889-497f-bed9-c4a289365920,,4.2.3.4,When paper targets are partially hidden~ physically cut~ painted and/or taped~ at least a portion of all scoring zones must remain visible.,3089e938-046c-4b74-8c93-d75d451326de,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,60a4d3e4-f163-42e3-b519-cd1bffea34d9,,4.3.1.1,Metal targets and no-shoots which can accidentally turn edge-on or sideways when hit are expressly prohibited. Using them may result in withdrawal of IPSC sanction.,77501c55-13d3-446b-9b43-249f424cb34b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2b52344a-ffb2-4fe0-93ad-428e77faac53,,4.3.1.2,Metal targets and no-shoots which a Range Officer deems have fallen or overturned due to being hit on the apparatus supporting them~ or for any other accidental reason (e.g. wind action~ a ricochet~ being hit solely by a shotgun wad etc.)~ will be treated as range equipment failure (see Rule 4.6.1).,77501c55-13d3-446b-9b43-249f424cb34b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,cc4f9f63-626b-42ed-bb03-a353cf128a43,,4.3.1.3,Metal targets and no-shoots do not have a non-scoring border.,77501c55-13d3-446b-9b43-249f424cb34b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,0d4a506e-44ad-4536-a815-b2868b6dbe5f,,4.3.1.4,Metal targets and no-shoots must be shot and fall~ overturn or self-indicate to score.,77501c55-13d3-446b-9b43-249f424cb34b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,64801ee8-a670-4ead-adb8-3a3e272e9d82,,4.3.2.1,IPSC Poppers and IPSC Mini Poppers are both approved metal targets designed to recognize power~ and must be calibrated as specified in Appendix C1.,701cb2bd-d752-4316-b958-514074f2b1a7,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2b73ee38-1e07-4b39-82b3-a3534de5ff5c,,4.3.3.1,Metal plates of various sizes may be used (see Appendix C3). Metal targets in the general size and shape of authorized paper targets may also be used.,b20fbb09-2aba-45d5-8345-ba7edbb88f38,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,456eef7f-264e-4486-99ed-b8d24113e691,,4.3.3.2,Not applicable.,b20fbb09-2aba-45d5-8345-ba7edbb88f38,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,db7c3255-d994-421c-a8f6-0e2099993117,,4.3.3.3,Metal plates which fail to fall or overturn when initially hit~ but which fall or overturn when hit with a subsequent shot~ are not subject to a reshoot.,b20fbb09-2aba-45d5-8345-ba7edbb88f38,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,247107ce-2dbe-4cf9-8536-6b123f2fd24a,,4.3.4.1,Metal no-shoot poppers and plates~ must be shot and fall~ overturn or self-indicate to score. If hit~ they should be repainted during the scoring process.,133d3275-23b9-4d8a-89ca-b57bf41ea01f,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,9d4528e2-6b52-4b93-a7d5-b69cdda5ec7c,,4.3.4.2,Metal no-shoots in the general size and shape of authorized paper targets may be used.,133d3275-23b9-4d8a-89ca-b57bf41ea01f,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,61d194d6-9cd1-4a30-a465-d22c3244cfa8,,4.6.1.1,The declaration and/or use of any firearm as range equipment is prohibited.,0d5bfcd7-73e4-4b5a-a66c-09f68ccf7552,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,69c56872-c437-4411-b4be-2b0a4aca1f97,,4.6.2.1,Unrestored paper targets are not range equipment failure (see Rule 9.1.4).,20104c1a-1d17-4917-b065-861873c84bb2,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,05e1f706-04fd-434c-a569-04a346988330,,4.6.2.2,If a Range Master deems that one or more targets in a course of fire are faulty and/or have been presented in a manner significantly different to earlier presentations~ he may offer a reshoot to the affected competitor(s).,20104c1a-1d17-4917-b065-861873c84bb2,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,b64d7ebf-c017-4f67-899b-4ce3bb39a0df,,5.1.3.1,"Open sights" are aiming devices fitted to a firearm which do not use electronic circuitry and/or lenses. Fiber-optic inserts are deemed not to be lenses.,dfaf3a90-a8ea-445f-bc7f-ae0391b27d44,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f3fe076d-453b-4858-8fc0-bc9e568a6c12,,5.1.3.2,"Optical/electronic sights" are aiming devices (including flashlights) fitted to a firearm which use electronic circuitry and/or lenses.,dfaf3a90-a8ea-445f-bc7f-ae0391b27d44,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,dd7c1a52-4b59-4e66-b850-9eb549b5c786,,5.1.3.3,The Range Master is the final authority in respect of the classification of any sights used in an IPSC match and/or their compliance with these rules~ including the Divisions in Appendix D.,dfaf3a90-a8ea-445f-bc7f-ae0391b27d44,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,e516c35f-2a99-41b4-857e-6c499de3f649,,5.1.7.1,The substitute firearm satisfies the requirements of the relevant Division and is of the same type~ action and caliber and is fitted with the same type of sights; and,d47f19c9-6d6a-48a7-a7e7-3c1aded8f2b9,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,316fd2bb-00b2-4baf-a31d-bd9e6f20f0cb,,5.1.7.2,In using the substitute firearm the competitor will not gain an advantage; and,d47f19c9-6d6a-48a7-a7e7-3c1aded8f2b9,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1aed9bb0-8783-42c6-845a-8b5575217337,,5.1.7.3,The competitor�s ammunition~ when tested in the substitute firearm~ attains the minimum power factor.,d47f19c9-6d6a-48a7-a7e7-3c1aded8f2b9,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,afcb2bae-0d3c-4f3e-80c1-b5ea76e61da3,,5.2.1.1,Competitors arriving at an IPSC match in possession of a loaded firearm must immediately report to a Range Officer~ who will supervise unloading of the firearm. Competitors failing to comply may be subject to Rule 10.5.13.,d66a6227-d945-40a3-bb5f-1972c2387250,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,44779d46-4936-4cbf-9b8b-da7c74724a0f,,5.2.1.2,Within the provisions of Rule 5.2.1 no ammunition of any kind is permitted on the gun~ or in clips or loops fitted to the gun~ or to a sling fitted to the gun except when under the supervision of~ and in response to a direct instruction issued by a Range Officer.,d66a6227-d945-40a3-bb5f-1972c2387250,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,6602de02-1ec3-4675-ae45-997bfea75306,,5.2.3.1,Not applicable.,5d202553-0984-4bbb-be9d-30381e00210d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,65947a9f-5a3d-475c-b17f-44fd99f59254,,5.2.3.2,Only one equipment carrying belt is permitted. Cartridges held in loops or clips on the belt are restricted to a maximum of 170 mm total height. Rounds carried in caddies (often known as "strippers") must not exceed 6 rounds in height.,5d202553-0984-4bbb-be9d-30381e00210d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2467be21-0faa-4ea2-b73e-d98ecbdd54b3,,5.2.3.3,The Range Master may make allowances for variations to Rule 5.2.3 due to anatomical considerations. The Range Master's decision on conformity to Rule 5.2.3 is final.,5d202553-0984-4bbb-be9d-30381e00210d,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,823042d8-2544-4da4-ac91-77fb06156c09,,5.2.5.1,The measurement is to be taken while the competitor is standing naturally upright.,081c087e-65b0-4326-a0e1-e73a5aee417b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,13b072a7-82c9-45e5-b913-ebc3e1326942,,5.2.5.2,Any competitor who fails the foregoing test prior to the Start Signal will be required to immediately adjust his belt~ equipment or cartridges to achieve compliance. The Range Master may make allowances for variations in these requirements due to anatomical considerations. Some competitors may not be able to fully comply.,081c087e-65b0-4326-a0e1-e73a5aee417b,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,474cec3b-1b29-477c-b39f-c78bd312a2b4,,5.5.6.1,Slugs that protrude beyond the external limits of the cartridge casing are deemed unsafe (see Rule 10.5.15).,ef29607a-0596-48a0-a69a-49fb54a57ae0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,8f23f5f0-b105-4d95-8a6d-bc6463ec2573,,5.5.6.2,Only cartridges using conventional wads are permitted. Cartridges using specialized long-range wads (see Glossary) are prohibited (see Rule 10.5.15).,ef29607a-0596-48a0-a69a-49fb54a57ae0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,04c7eace-94fb-491f-aa03-097f28710037,,5.5.6.3,Cartridges exceeding a power factor of 750 are prohibited. The cartridge power factor is calculated either by reference to the manufacturer�s published data or determined by the use of a chronograph (see Rules 5.5.6 and 10.5.15).,ef29607a-0596-48a0-a69a-49fb54a57ae0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,6a30b961-e7c4-45be-89e6-9939981f7c03,,5.5.6.4,Cartridges with steel or tungsten based shot or slugs are deemed unsafe for shooting at metal targets (see Rule 10.5.15).,ef29607a-0596-48a0-a69a-49fb54a57ae0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,5819ca12-9cfa-4996-98ef-9691892b63eb,,5.6.1.1,Ammunition tested must be of the same type i.e. birdshot or buckshot or slug~ and configuration (see Rule 5.5.7)~ and not mixed for testing purposes. All ammunition used by a competitor in a match must be capable of satisfying the minimum power factor. Match Officials may call for tests of a competitor's ammunition at any point during the match.,ba31122c-a780-4dcf-b067-29fa8e904249,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,79578762-034f-4900-b9ed-7059d654fa47,,5.6.1.2,It is not considered necessary to routinely test every competitor�s ammunition. Instead~ random tests may be carried out at the discretion of the Match Officials.,ba31122c-a780-4dcf-b067-29fa8e904249,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,503d5049-ce88-48ff-9b4e-521e0ecea3bd,,5.6.1.3,A competitor who has been asked to present his shotgun for testing may be required to submit to the test immediately and without any alterations being made to the shotgun prior to or during the test~ including changing chokes and/or cleaning. The only exception being in the case of a malfunction.,ba31122c-a780-4dcf-b067-29fa8e904249,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f66992c3-78cc-4562-b132-e8407e6d79a3,,5.6.2.1,At the beginning of the first day of the match~ a Range Officer will fire 3 rounds from the supply of the official match calibration ammunition through the calibration firearm over the chronograph~ and the average velocity of the 3 rounds will be recorded;,89872775-7b8f-40cf-ac57-cb88bf68b31c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2a6ba28e-f984-4cd5-a5f1-632e59fccf00,,5.6.2.2,On each of the following match days~ the process will be repeated using the same firearm and ammunition supply (ideally from the same factory lot);,89872775-7b8f-40cf-ac57-cb88bf68b31c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,58a4d442-430a-4f32-b81b-ef8b35b8cd27,,5.6.2.3,The chronograph will be deemed to be within tolerance if the daily average velocity is within +/�5% of the average velocity achieved in Rule 5.6.2.1;,89872775-7b8f-40cf-ac57-cb88bf68b31c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3d1d3c44-b30e-4c44-9ca7-32b1a05cb35a,,5.6.2.4,Should a daily variance exceed the allowable tolerance stated above~ the Range Master will take whatever steps he deems necessary to rectify the situation. A sample form suitable for recording daily readings appears in Appendix C4;,89872775-7b8f-40cf-ac57-cb88bf68b31c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3a974727-5dd7-4f03-8ddd-aa1b8e72899c,,5.6.2.5,The official match bullet scale(s) should be initially calibrated~ in accordance with the manufacturer's recommendations~ when the first squad arrives for testing each day and again immediately before each subsequent squad is tested (see Rule 5.6.3);,89872775-7b8f-40cf-ac57-cb88bf68b31c,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,c5ed4901-0271-43b2-986b-10c48b47190d,,5.6.3.1,Ammunition must be tested using the competitor's firearm.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,863c94cb-55cb-428d-a283-664680dc851b,,5.6.3.2,An initial 8 sample rounds for the chronograph test will be drawn from the competitor at a time and place determined by Match Officials~ who may require additional tests of a competitor�s ammunition at any time during the match.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,38b30cb4-4440-4228-8f39-f0d2be15a585,,5.6.3.3,From the 8 sample rounds drawn by Match Officials~ the projectile(s) (the slug or shot) of 1 cartridge is (are) weighed to determine the actual weight of the projectile(s)~ and 3 rounds are fired over the chronograph. All digits visible on the scales and chronograph displays must be used at face value (i.e. without rounding or truncation)~ for the calculation in Rule 5.6.3.5. Wads are not to be included in the weight calculation except in the case of wads that are fixed to the back of slugs and that are designed to continue to the target as part of the slug. In the absence of scales~ the competitor's declared weight of the projectile(s) will be used.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2d1d8981-a716-434b-a6df-61079d8da676,,5.6.3.4,If projectile(s) weighing is conducted in advance of a competitor's arrival~ weighed projectile(s) must be retained by the chronograph station with the competitor�s remaining sample rounds~ until the competitor or their delegate has attended the chronograph station and completed testing. If a competitor challenges the weight of a projectile(s) pre-weighed before his arrival~ he is entitled to have the scales calibrated~ and the test projectile(s) reweighed~ in his presence.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f095b664-466d-40e4-81b7-d2e81e5b9573,,5.6.3.5,Power factor is calculated using the actual weight of the projectile(s) and the average velocity of the 3 rounds fired~ according to the following formula:,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2831a6e2-a6f9-4268-993b-9ce5d64e68bf,,5.6.3.6,If the resultant power factor fails to meet the minimum power factor floor~ another 3 rounds will be fired over the chronograph. The power factor will be recalculated using the weight of the projectile(s) and the average velocity of the 3 highest velocity rounds from the 6 rounds fired.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,84b758a8-a0fe-4274-83bd-8312e3b566a2,,5.6.3.7,If the power factor is still insufficient~ the competitor may elect to have his final round:,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,b060e097-e1df-4ea4-bf43-b63205f96ebe,,5.6.3.8,Not applicable.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,830e323f-fc74-49a9-8f00-5361bdcc1731,,5.6.3.9,If the resultant power factor fails to meet the minimum power factor floor for the relevant Division~ the competitor may continue shooting the match~ but his scores will not be entered into match results nor count for match recognition and awards.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,df984ac5-fc75-4e0b-96bd-3a544229b253,,5.6.3.10,Not applicable.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,479f645e-60f9-4f71-ad8d-332bb16bfcca,,5.6.3.11,The scores of a competitor who~ for any reason~ fails to present his firearm for testing at the designated time and location and/or who fails to provide sample rounds for testing whenever requested by a Match Official~ will be removed from the match results.,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,a9f6ad5c-45cd-4653-9f96-e97733ae7597,,5.6.3.12,If the Range Master deems that a chronograph has become inoperative~ and further testing of competitor�s ammunition is not possible~ the power factors of competitors which have been successfully tested will stand~ and for all other competitors it will be accepted that they have achieved the minimum power factor without challenge~ subject to any applicable Division requirements (see Appendix D).,aefaa12b-ec53-4520-b812-38b9b31272bd,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,3920a32f-6595-4bae-b88b-171bdd169377,,5.7.1.1,A competitor who experiences a firearm malfunction while responding to the "Load And Make Ready" or "Make Ready" command~ but prior to issuance of the Start Signal~ is entitled to retire~ under the authority and supervision of the Range Officer~ to repair his firearm~ without penalty~ subject to the provisions of Rule 5.7.4~ Rule 8.3.1.1 and all other safety rules. Once the repairs have been completed (and the provisions of Rule 5.1.7 have been satisfied~ if applicable)~ the competitor may return to attempt the course of fire~ subject to scheduling as determined by the Range Officer or Range Master.,4b75a413-21a5-4712-bcd1-6169251d0662,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,68292383-37cf-4510-b7cf-6d742aef891d,,5.7.6.1,If the Range Officer finds evidence that confirms the suspected problem~ the competitor will not be entitled to a reshoot~ but will be ordered to rectify the problem. On the competitor's score sheet~ the time will be recorded up to the last shot fired~ and the course of fire will be scored "as shot"~ including all applicable misses and penalties (see Rule 9.5.6).,93fdde8e-123b-41b9-8496-f9cbb1aaf394,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,2cb83946-14ba-419d-90ce-927c1de85be7,,5.7.6.2,If the Range Officer discovers that the suspected safety problem does not exist~ the competitor will be required to reshoot the stage.,93fdde8e-123b-41b9-8496-f9cbb1aaf394,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1d5850b3-cf6a-4fcd-b986-ccd087e13d42,,5.7.6.3,A competitor who self-stops due to a suspected or actual squib load is not entitled to a reshoot.,93fdde8e-123b-41b9-8496-f9cbb1aaf394,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,92ece0f5-834a-4c91-a976-9af9182fbcc3,,5.8.1.1,The competitor must obtain~ and retain for the duration of the match~ an official receipt from the match organizers (or their nominated vendor) at the match evidencing details of the quantity and description of the subject ammunition purchased at the match~ and said receipt must be produced on demand by any Match Official~ failing which the provisions of Rule 5.8.1 will not apply. Ammunition not purchased from the match organizers (or their nominated vendor) at the match will not enjoy the provisions of Rule 5.8.1~ regardless of whether or not such ammunition appears~ for all intents and purposes~ to be identical to official match ammunition.,cd9b47d1-416f-483c-81b7-0aafa0845bb0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1e729b83-9a9d-4ba8-a9d5-fb0cdda44017,,5.8.1.2,Official match ammunition purchased by competitors is deemed to be competitor equipment (see Section 5.7)~ therefore malfunctions will not be grounds for a reshoot and/or an appeal to Arbitration.,cd9b47d1-416f-483c-81b7-0aafa0845bb0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,8ea71e61-44c2-4d7a-88bd-a9a8cc4944e6,,5.8.1.3,Official match ammunition must not be restricted solely for sale to~ and/or use by~ competitors representing the host country and/or the vendor.,cd9b47d1-416f-483c-81b7-0aafa0845bb0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,1ba33979-c5df-451e-af9d-924af8dde833,,5.8.1.4,Official match ammunition must be approved by the Regional Director of the Region in which the match is being held (and by the IPSC President in respect of Level IV or higher matches).,cd9b47d1-416f-483c-81b7-0aafa0845bb0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,237e3f96-1d4a-4be5-87e3-8a15d114aa56,,5.8.1.5,Match Officials reserve the right to conduct chronograph or other tests on all and any ammunition~ at any time~ and a reason need not be given.,cd9b47d1-416f-483c-81b7-0aafa0845bb0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,f20a812d-c06d-49ae-aa9f-5c8886b3d256,,6.2.3.1,If a competitor disagrees with an equipment compliance ruling~ the onus is upon him~ prior to him attempting any courses of fire~ to provide evidence acceptable to the examiner in support of his claim. In the absence or rejection of such evidence~ the original decision will stand~ subject only to appeal to the Range Master~ whose decision is final.,bd81feb0-ff86-4249-8f49-4ef99e61dbfe,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,23c9a0bb-5a54-48b9-b738-4b3db86d01cb,,6.2.3.2,The competitor�s firearm and all allied equipment accessible to him during a course of fire are subject to compliance testing~ if requested by a Match Official.,bd81feb0-ff86-4249-8f49-4ef99e61dbfe,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,62591547-4720-4e6f-8178-1d0cd2250073,,6.2.5.3,A competitor reclassified to Open Division under Rule 6.2.5.1 will thereafter be subject only to the provisions of Open Division but is required to continue using the same firearm and sights~ unless Rule 5.1.7 applies.,1e305399-bb04-48fa-88c9-4b7077a62840,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,cc201115-ec15-4f9f-a47f-e616ee0c8155,,6.4.1.1,At Level IV matches~ the only teams permitted are those representing Regions within the zone where the match is being held (e.g. at a European Championship~ only teams representing Regions designated by IPSC as belonging to the European Zone can be fielded).,38ad6776-ad41-4d81-9825-91741614a7b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
SUBRULE,73b080aa-3a9c-423a-b194-aafe87e16845,,6.4.1.2,At Level IV and higher matches~ official Regional Teams must be "seeded" for squadding purposes in accordance to how the team placed at the same immediately preceding event~ if any~ even if the team is comprised of different persons.,38ad6776-ad41-4d81-9825-91741614a7b0,8311ab58-4f7b-4c5d-bc50-37c01e9eb1f0
