DISCIPLINE,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83,Handgun
CHAPTER,d68b7723-d685-40d7-9b72-ecb1c638db9c,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,5bb699ac-dac3-4aba-a4f9-cba4f642c1c5,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,0dd0ecee-bb8c-494e-8720-74d5be5921a7,Course Information,3,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,3da79bf5-68ba-45f3-b983-a1274c2e59fe,Range Equipment,4,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,35bd0461-9cb3-4b77-94de-67f7f56a87af,Competitor Equipment,5,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e7531529-0ec1-4b51-b9cc-66ec25496dbe,Match Structure,6,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,877e64c4-14e6-4844-97b3-3da3437f6bd2,Match Management,7,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,eae65a73-4038-49eb-ba91-c51fd9ca590a,The Course of Fire,8,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,e5d8a70a-cd17-432e-aa44-bbe4f91c526d,Scoring,9,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,51ee17e9-7f84-443a-9bf4-fdc4bd18f311,Penalties and Disqualifications,10,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,1c2d23c3-3dc5-455d-823e-01fafcc01921,Arbitration and Interpretation of Rules,11,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
CHAPTER,a50bd0e4-4327-4cf0-b319-2f79c1224d74,Miscellaneous Matters,12,,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f4de5d77-5d74-4cc7-bca2-a6f5b1a56e4f,,4.3.2.1,IPSC Poppers and IPSC Mini Poppers are both approved metal targets designed to recognize power~ and must be calibrated as specified in Appendix C1.,ae4b9fc8-b785-41c1-8857-23991a178811,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,908437e1-0147-4a92-8f29-71be77dd5bb5,,4.3.3.1,Metal plates of various sizes may be used (see Appendix C3).,697e6087-e24b-486c-a19e-3e59e37aa6c5,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,2197ecf7-fa13-4b50-a172-51aec7194ff3,,4.3.3.2,Metal plates do not recognize power and are not subject to calibration or calibration challenges.,697e6087-e24b-486c-a19e-3e59e37aa6c5,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,1dd77829-81b9-46c8-b23b-b265e3698fc6,,4.3.3.3,Metal plates must not be used exclusively in a course of fire. At least one authorized scoring paper target or scoring popper (in addition to any paper or metal no-shoots)~ must be included in each course of fire.,697e6087-e24b-486c-a19e-3e59e37aa6c5,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,dc362efe-c874-498c-ad2c-8f415cdd1e7b,,4.3.4.1,Metal no-shoot poppers and plates may be designed to fall or overturn when hit~ or may be designed to remain upright. In either case~ they must~ if hit~ be repainted during the scoring process~ failing which subsequent competitors must not be penalized for hits visible on their surface.,5e7843c7-ebe3-48a6-a425-81f39d6d7de4,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,04df6092-9ff6-4e5f-ac33-3fc5b5dce2e8,,4.3.4.2,Metal no-shoots in the general size and shape of authorized paper targets may be used.,5e7843c7-ebe3-48a6-a425-81f39d6d7de4,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,08733ed2-4d1b-4c54-8f39-d88d5ef95d60,,4.6.1.1,The declaration and/or use of any firearm as range equipment is prohibited.,a9d86c6b-ee65-41f9-992d-70324b110345,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,43719cc0-8af3-49c9-8a25-842e3925137b,,4.6.2.1,Unrestored paper targets are not range equipment failure (see Rule 9.1.4).,5d5d34f0-2ec0-4f60-a12c-c54a93a83b55,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,ed1070c2-94ac-439e-a24e-329d35a234e2,,4.6.2.2,If a Range Master deems that one or more targets in a course of fire are faulty and/or have been presented in a manner significantly different to earlier presentations~ he may offer a reshoot to the affected competitor(s).,5d5d34f0-2ec0-4f60-a12c-c54a93a83b55,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,fdafd105-dfae-4841-b9e4-9d5a064e07dd,,5.1.3.1,"Open sights" are aiming devices fitted to a firearm which do not use electronic circuitry and/or lenses. Fiber-optic inserts are deemed not to be lenses.,16ba5c79-333d-44c5-aa59-23662cdba77a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,2466c8f0-921d-441b-909e-947e99aaf52b,,5.1.3.2,"Optical/electronic sights" are aiming devices (including flashlights) fitted to a firearm which use electronic circuitry and/or lenses.,16ba5c79-333d-44c5-aa59-23662cdba77a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,c7d4391d-21a4-4fa4-ad06-cb68c6886440,,5.1.3.3,The Range Master is the final authority in respect of the classification of any sights used in an IPSC match and/or their compliance with these rules~ including the Divisions in Appendix D.,16ba5c79-333d-44c5-aa59-23662cdba77a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,7afef855-7de5-4833-9d9e-f9ba0a44542c,,5.1.7.1,The substitute firearm satisfies the requirements of the relevant Division; and,0c2e66c1-4f80-4b8f-83d0-7f7dbae45dde,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,99494478-33ef-40c6-96ce-2cea070511be,,5.1.7.2,In using the substitute firearm the competitor will not gain an advantage; and,0c2e66c1-4f80-4b8f-83d0-7f7dbae45dde,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,46f50d8c-eda0-4ac4-b57e-e9fbbed6007c,,5.1.7.3,The competitor's ammunition~ when tested in the substitute firearm~ attains the minimum power factor.,0c2e66c1-4f80-4b8f-83d0-7f7dbae45dde,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,00470f2a-ce62-4efb-b9ad-198a8ebf122b,,5.2.1.1,Competitors arriving at an IPSC match in possession of a loaded firearm must immediately report to a Range Officer~ who will supervise unloading of the firearm. Competitors failing to comply may be subject to Rule 10.5.13.,d9152657-2014-4929-a647-e02ab4c33c7e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,00ebb1fb-4061-49ac-a5b2-9a82315faf12,,5.2.1.2,Handguns carried in a holster must have an empty magazine well~ and the hammer or striker must be decocked. Violations will incur a warning for the first occurrence~ but will be subject to Rule 10.6.1 for subsequent occurrences in the same match.,d9152657-2014-4929-a647-e02ab4c33c7e,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8296aee7-0eb9-444f-82c6-e276b66b0429,,5.2.3.1,Female competitors in all Divisions are subject to the same conditions as above~ except that the belt carrying the holster and all allied equipment may be worn at hip level. If another belt is worn at waist level~ the holster and all allied equipment must be placed on the lower belt.,e5bc9184-959c-4c06-a85a-ae64f5562f7a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8fe6b704-f3a8-4a83-af3b-36dd6c26f948,,5.2.4.1,When a Competitor Ready Condition requires that magazines or speed loaders be placed on a table or similar~ the competitor may retrieve and carry those items anywhere on their person after the Start Signal~ and this will not be treated as contravention of Divisional equipment placement rules.,55e18f53-9c72-4818-9a46-dbdfe23fa493,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f7600622-2a1f-45de-98b8-c21b6e99ea8e,,5.2.4.2,Unless specified in the written stage briefing~ or unless required by a Range Officer~ the position of the holster and allied equipment must not be moved or changed by a competitor from stage to stage.,55e18f53-9c72-4818-9a46-dbdfe23fa493,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,346374af-55fc-46f8-85e1-a2bb8df1e7ef,,5.2.5.1,The measurement is to be taken while the competitor is standing relaxed (see Appendix E2).,45dfe113-0d55-4b9c-bb72-576612608332,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f7b16132-5a98-4764-a01a-604285bb232c,,5.2.5.2,Any competitor who fails the foregoing test prior to the Start Signal will be required to immediately adjust his holster or allied equipment to comply with the requirements of the relevant Division. The Range Master may make allowances for variations in these requirements due to anatomical considerations. Some competitors may not be able to fully comply.,45dfe113-0d55-4b9c-bb72-576612608332,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,4c52e3b6-67cf-4aab-bba8-8f2abc36a0bb,,5.2.7.1,A shoulder holster or "tie-down" rig (visible or otherwise)~ except as specified in Rule 5.2.8;,0036dc66-2818-454f-80ea-48d44048a2fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,248656ac-10b8-489b-af66-e0bd4ab779fc,,5.2.7.2,A holster with the heel of the butt of the handgun below the top of the belt (see Appendix E3b)~ except as specified in Rule 5.2.8;,0036dc66-2818-454f-80ea-48d44048a2fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,d32db736-5933-4799-b6c6-1b8621fe40e3,,5.2.7.3,A holster which permits the muzzle of a holstered handgun to point further than 1 meter from the competitor's feet while standing relaxed;,0036dc66-2818-454f-80ea-48d44048a2fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,114785bb-5b31-42bd-bb00-f808beefb126,,5.2.7.4,A holster which does not completely prevent access to~ or activation of~ the trigger of the handgun while holstered~ or a holster which requires use of the trigger finger to unlock or release the handgun when drawing.,0036dc66-2818-454f-80ea-48d44048a2fd,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,5ce245e1-4377-4d86-8526-f0c4b4f987d6,,5.6.1.1,The power factor rating to enable a competitor's scores to be included in match results is called "Minor". The power factor floor for Minor rating~ and other specific requirements applicable to each Division~ are stipulated in Appendix D.,9aa4e74e-6825-4343-8cc7-ebe599aa3096,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,82b5690b-8680-4c9d-b3e3-165520e6a566,,5.6.1.2,Some Divisions offer a higher power factor rating called "Major"~ which enables competitors to earn more points for peripheral shots on scoring paper targets. The power factor floor for Major rating~ if available~ and other specific requirements applicable to each Division~ are stipulated in Appendix D.,9aa4e74e-6825-4343-8cc7-ebe599aa3096,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,9df0045c-b2b0-4810-80da-7f4125621fe6,,5.6.1.3,The associated values awarded for Minor and Major scoring hits are illustrated in Appendices B and C. The method used to determine power factor is explained in the following section.,9aa4e74e-6825-4343-8cc7-ebe599aa3096,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8320facd-9a59-4eb7-b9cf-61c70b896387,,5.6.2.1,At the beginning of the first day of the match~ a Range Officer will fire 3 rounds from the supply of the official match calibration ammunition through the calibration firearm over the chronograph~ and the average velocity of the 3 rounds will be recorded;,adec13dd-1616-4c74-8d17-752a468cb682,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,ab160ade-24a4-4a42-87f7-7a9f94e9e896,,5.6.2.2,On each of the following match days~ the process will be repeated using the same firearm and ammunition supply (ideally from the same factory lot);,adec13dd-1616-4c74-8d17-752a468cb682,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,fb868962-561d-405b-aaaf-9bb2ccf91c02,,5.6.2.3,The chronograph will be deemed to be within tolerance if the daily average velocity is within +/�5% of the average velocity achieved in Rule 5.6.2.1;,adec13dd-1616-4c74-8d17-752a468cb682,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,35a4b178-3104-4486-929b-498cce02a315,,5.6.2.4,Should a daily variance exceed the allowable tolerance stated above~ the Range Master will take whatever steps he deems necessary to rectify the situation. A sample form suitable for recording daily readings appears in Appendix C4;,adec13dd-1616-4c74-8d17-752a468cb682,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,c6b20839-606a-4b51-8aa2-00324776cd34,,5.6.2.5,The official match bullet scale(s) should be initially calibrated~ in accordance with the manufacturer's recommendations~ when the first squad arrives for testing each day and again immediately before each subsequent squad is tested (see Rule 5.6.3);,adec13dd-1616-4c74-8d17-752a468cb682,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,561d7f35-0c49-4a65-9a0d-27976f841210,,5.6.3.1,Ammunition must be tested using the competitor's firearm. Moreover~ prior to and/or during testing~ the competitor's firearm and the component parts thereof must not be altered or modified in any way from the condition it is being used (or will be used) at the match. Violations will be subject to Section 10.6.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,094e0afd-ae1f-44da-9905-176956a01e5b,,5.6.3.2,An initial 8 sample rounds for the chronograph test will be drawn from each competitor at a time and place determined by Match Officials~ who may require additional tests of a competitor's ammunition at any time during the match.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,6e1d3fee-b7fa-4043-bdfc-5dbc2c843c26,,5.6.3.3,From the 8 sample rounds drawn by Match Officials~ 1 bullet is removed and weighed to determine the actual bullet weight~ and 3 bullets are fired over the chronograph. If a competitor has rounds of different bullet weights in his possession~ 8 sample rounds of each may be drawn for testing. The lowest power factor achieved during testing will be applied to all his scores in the match. All digits visible on the scales and chronograph displays must be used at face value (i.e. without rounding or truncation)~ for the calculation in Rule 5.6.3.5. In the absence of a bullet puller and scales~ the competitor's declared bullet weight will be used.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,43387bce-218d-40da-9c07-a288ebe83981,,5.6.3.4,If bullet weighing is conducted in advance of a competitor's arrival~ weighed bullets must be retained by the chronograph station with the competitor's remaining sample rounds~ until the competitor or their delegate has attended the chronograph station and completed testing. If a competitor challenges the weight of a bullet pre-weighed before his arrival~ he is entitled to have the scales calibrated~ and the test bullet reweighed~ in his presence.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,a099a819-a5ce-45e5-be69-76b7671fd3b5,,5.6.3.5,Power factor is calculated using the bullet weight and the average velocity of the 3 rounds fired~ according to the following formula:,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,4363e669-54a0-4e78-b6f1-cb2590d7b667,,5.6.3.6,If the resultant power factor fails to meet the declared power factor floor~ another 3 rounds will be fired over the chronograph. The power factor will be recalculated using the bullet weight and the average velocity of the 3 highest velocity rounds from the 6 rounds fired.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,67198c8b-9578-4440-b9d8-39fdc50b93c2,,5.6.3.7,If the power factor is still insufficient~ the competitor may elect to have his final bullet:,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,92e00a81-15fc-4ecf-9d23-1b6d7e453ac8,,5.6.3.8,If the resultant power factor fails to meet the Major power factor floor of the relevant Division~ the competitor's scores will be recalculated as Minor~ if achieved.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,ac258420-4691-458b-a512-ed7602253814,,5.6.3.9,If the resultant power factor fails to meet the minimum power factor floor for the relevant Division~ the competitor may continue shooting the match~ but his scores will not be entered into match results nor count for match recognition and awards.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f77293fd-9ce1-4e6e-8c8b-59417f9acfcc,,5.6.3.10,If a competitor's ammunition is retested~ or if any authorized replacement ammunition is used~ and different power factors are recorded when tested according to these rules~ the lower power factor must be applied to score all courses of fire~ including those already completed by the competitor.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e299ce11-6370-4b9c-8f4d-3008bbd1f983,,5.6.3.11,The scores of a competitor who~ for any reason~ fails to present his firearm for testing at the designated time and location and/or who fails to provide sample rounds for testing whenever requested by a Match Official~ will be removed from the match results.,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,e6f1f9b2-adfa-4b08-814f-f779319bd4f5,,5.6.3.12,If the Range Master deems that a chronograph has become inoperative~ and further testing of competitor's ammunition is not possible~ the power factors of competitors which have been successfully tested will stand~ and the Major or Minor power factor declared by all other competitors who have not been tested will be accepted without challenge~ subject to any applicable Division requirements (see Appendix D).,42edd841-3ad8-4c87-a9ed-1e412490a59f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,3e202a99-30aa-4dd3-904b-a9da85aee1da,,5.7.1.1,A competitor who experiences a firearm malfunction while responding to the "Load And Make Ready" or "Make Ready" command~ but prior to issuance of the Start Signal~ is entitled to retire~ under the authority and supervision of the Range Officer~ to repair his firearm~ without penalty~ subject to the provisions of Rule 5.7.4~ Rule 8.3.1.1 and all other safety rules. Once the repairs have been completed (and the provisions of Rule 5.1.7 have been satisfied~ if applicable)~ the competitor may return to attempt the course of fire~ subject to scheduling as determined by the Range Officer or Range Master.,481eb14b-9838-4f53-a21a-4425a28a1ce4,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,da0e847f-21d5-4c4e-9596-09532c7d8948,,5.7.6.1,If the Range Officer finds evidence that confirms the suspected problem~ the competitor will not be entitled to a reshoot~ but will be ordered to rectify the problem. On the competitor's score sheet~ the time will be recorded up to the last shot fired~ and the course of fire will be scored "as shot"~ including all applicable misses and penalties (see Rule 9.5.6).,5599f548-626e-4eb7-a3e6-fe2719f579e7,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,5eac1598-bbea-443d-9cbc-89dbe868273b,,5.7.6.2,If the Range Officer discovers that the suspected safety problem does not exist~ the competitor will be required to reshoot the stage.,5599f548-626e-4eb7-a3e6-fe2719f579e7,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,862199d3-23f7-443d-a0d6-f2094ea6f691,,5.7.6.3,A competitor who self-stops due to a suspected or actual squib load is not entitled to a reshoot.,5599f548-626e-4eb7-a3e6-fe2719f579e7,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8d7e0216-71a9-4ad5-ba08-477d79d403e0,,5.8.1.1,The competitor must obtain~ and retain for the duration of the match~ an official receipt from the match organizers (or their nominated vendor) at the match evidencing details of the quantity and description of the subject ammunition purchased at the match~ and said receipt must be produced on demand by any Match Official~ failing which the provisions of Rule 5.8.1 will not apply. Ammunition not purchased from the match organizers (or their nominated vendor) at the match will not enjoy the provisions of Rule 5.8.1~ regardless of whether or not such ammunition appears~ for all intents and purposes~ to be identical to official match ammunition.,0ac59967-64ce-47c0-aa68-3b5dca138601,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,84507b16-e8a5-4a3e-ac0c-ed3bcde1bfc0,,5.8.1.2,Official match ammunition purchased by competitors is deemed to be competitor equipment (see Section 5.7)~ therefore malfunctions will not be grounds for a reshoot and/or an appeal to Arbitration.,0ac59967-64ce-47c0-aa68-3b5dca138601,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,ba784ba6-1816-4b39-9a67-cf2414bf4bf4,,5.8.1.3,Official match ammunition must not be restricted solely for sale to~ and/or use by~ competitors representing the host country and/or the vendor.,0ac59967-64ce-47c0-aa68-3b5dca138601,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,72072c8e-ea3f-4d04-95b1-ce7def8bb74f,,5.8.1.4,Official match ammunition must be approved by the Regional Director of the Region in which the match is being held (and by the IPSC President in respect of Level IV or higher matches).,0ac59967-64ce-47c0-aa68-3b5dca138601,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,666c8f22-b749-49cf-a664-7bae159b1c75,,5.8.1.5,Match Officials reserve the right to conduct chronograph or other tests on all and any ammunition~ at any time~ and a reason need not be given.,0ac59967-64ce-47c0-aa68-3b5dca138601,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,5b966001-f4b9-4f9e-b54e-929d1bf19376,,6.2.3.1,If a competitor disagrees with an equipment compliance ruling~ the onus is upon him~ prior to him attempting any courses of fire~ to provide evidence acceptable to the examiner in support of his claim. In the absence or rejection of such evidence~ the original decision will stand~ subject only to appeal to the Range Master~ whose decision is final.,b3281ec0-c94e-4b76-ac86-1b6aeea5646a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,7e37fb0a-5514-4ad0-8abd-fef875a5165c,,6.2.3.2,The competitor's firearm and all allied equipment accessible to him during a course of fire are subject to compliance testing~ if requested by a Match Official.,b3281ec0-c94e-4b76-ac86-1b6aeea5646a,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,048e9904-b548-4b9e-81dd-efe90911e63a,,6.2.5.1,A competitor who fails to satisfy the maximum distance of handgun and allied equipment from his torso (see Appendices D1-5)~ or the foremost limit for handgun~ holster and allied equipment (see Appendix E2)~ requirements of a declared Division after the Start Signal will incur a warning for the first offense. Subsequent occurrences in the same match will result in the competitor being placed in Open Division~ if available~ otherwise the competitor's scores will not be entered into match results. Competitors already registered in Open Division who fail to comply with the above requirements after the Start Signal will incur a warning for the first offense~ but will not have their scores entered into match results for subsequent occurrences in the same match. A competitor who fails to satisfy the equipment or other requirements~ with the exception of those listed above~ of a declared Division after the Start Signal~ will be placed in Open Division~ if available~ otherwise the competitor's scores will not be entered into match results. Competitors already registered in Open Division who fail to comply with the requirements~ with the exception of those listed above~ of Open Division after the Start Signal will not have their scores entered into match results. This rule does not apply for measurements done under Rule 5.2.5~ either before (see Rule,1cbb586d-1c98-492e-993a-2372f6aa4cd1,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,c0b06104-dbf6-42b8-a6e0-0e0c1fb630b5,,6.2.5.2,A competitor who is classified or reclassified as above must be notified as soon as possible. The Range Master's decision on these matters is final.,1cbb586d-1c98-492e-993a-2372f6aa4cd1,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,612ca46a-755b-42ab-bd99-f08ccc58e824,,6.2.5.3,A competitor reclassified to Open Division under Rule 6.2.5.1 will thereafter be subject only to the provisions of Appendix D1 but is required to continue using the same firearm and sights~ unless Rule 5.1.7 applies. If the competitor's ammunition satisfies the requirements for Open Major power factor~ his scores for the entire match will be adjusted accordingly.,1cbb586d-1c98-492e-993a-2372f6aa4cd1,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,441b8fc3-4bc3-4e93-91a9-4820fc994ea3,,6.4.1.1,At Level IV matches~ the only teams permitted are those representing Regions within the zone where the match is being held (e.g. at a European Championship~ only teams representing Regions designated by IPSC as belonging to the European Zone can be fielded).,bc846720-de51-41ef-8ac8-95322ae29e3f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,8b9b58fe-de7c-4a2e-afaf-aee1f8eb60f1,,6.4.1.2,At Level IV and higher matches~ official Regional Teams must be "seeded" for squadding purposes in accordance to how the team placed at the same immediately preceding event~ if any~ even if the team is comprised of different persons.,bc846720-de51-41ef-8ac8-95322ae29e3f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,28eac445-5320-4159-9ea8-a948bb9ebad8,,6.4.1.3,At Level IV or higher matches~ all members of the same official Regional Team must compete together in the same squad in the main match.,bc846720-de51-41ef-8ac8-95322ae29e3f,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,9fef7b36-a1b8-46d0-9d8e-60f6f62cbfda,,6.4.2.1,The individual Division and/or Category assigned to a competitor determines his eligibility in respect of teams (e.g. a competitor individually in Standard Division cannot participate in an Open Division team). A female individually registered as "Lady" cannot participate in a team based on age~ or vice versa. A competitor individually registered in a Category may be a member of an overall team in the same Division.,c08f8f16-41e2-41d5-bddb-ff3b64bb53e8,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,f7a4f637-e01f-4522-877e-4f51dad9e432,,6.5.1.1,In any case~ match organizers must not accept any competitor or Match Official from another Region unless the Regional Director of that Region has confirmed the competitor's or Match Official's eligibility to participate in the subject match~ and that the competitor or Match Official is not under sanction from the IPSC Executive Council.,24443757-bbcd-4e8a-b390-50a7f3f816e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,28336567-4966-46d2-878f-c31e60ec8099,,6.5.1.2,Competitors who ordinarily reside in a country or geographical area which is not affiliated to IPSC may join an IPSC affiliated Region and may compete under the auspices of that Region~ subject to the approval of the IPSC Executive Council and the Regional Director of that Region. If a competitor's country or geographical area of residence subsequently applies for affiliation to IPSC~ the competitor must become a member of that Region during the affiliation process.,24443757-bbcd-4e8a-b390-50a7f3f816e9,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,00c491a3-5df2-43e3-803b-1ee74be56f35,,6.5.2.1,In respect of a competitor who resides in one Region~ but who wishes to represent the Region of which they are a citizen~ the Regional Directors for the Region of residence and the Region of citizenship must agree in writing prior to the commencement of the match.,a314c922-a486-4d3d-97ef-f7c55731af70,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,ff49f864-fc7f-45d9-a8be-86d1806af1c8,,6.5.2.2,A competitor who falls under the conditions of Rule 6.5.1.2 may represent the Region of which they are a member~ subject to the prior written approval of the Regional Director.,a314c922-a486-4d3d-97ef-f7c55731af70,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,b008b56b-5ed1-47ac-8a3a-e513134ec989,,7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,78281e81-c75a-43df-847e-a09bfed07641,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,0949e8c8-1c0e-422b-88e8-baea6b45e444,,8.1.1.1,Single Action Only: are not approved for IPSC matches.,619dcdfb-7f0f-4df9-b638-892a605733cc,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,dfc01cdc-3686-43c6-92d0-0f027788fb2d,,8.1.1.2,Double/Selective Action: hammer fully down and cylinder closed. If self-loading pistols prepare "magazine well and chamber empty"~ revolvers prepare with an empty cylinder~ otherwise revolvers prepare with a fully loaded cylinder.,619dcdfb-7f0f-4df9-b638-892a605733cc,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,9c553652-5710-4e31-83bd-1130750c8cd3,,8.1.1.3,Non-traditional revolvers (e.g. those which operate in a "self-loading" mode) are subject to the following rules and/or any other requirements stipulated by the Range Master (also see Appendix D5).,619dcdfb-7f0f-4df9-b638-892a605733cc,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
SUBRULE,6fc14143-7db5-4c96-ae93-cb0bd14d8ce1,,8.1.2.1,"Single action" � Chamber loaded~ hammer cocked~ with external safety applied.,735e2c02-d85e-42ad-958e-0a2dd3913e41,00f2aeb5-3aa0-45cd-b361-6e2e340b6e83
