DISCIPLINE,3700a212-379c-481f-8f83-411e39ef933e,Rifle
CHAPTER,0997cc5b-cd44-4538-8e8f-ceecb847e225,Course Design,1,The following general principles of course design list the criteria~ responsibilities and restrictions governing Course Designers as the architects of the sport of IPSC shooting. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,3364ea61-7afa-47d4-8a74-097dcda9782d,Range and Course Construction,2,The following general regulations of course construction list the criteria~ responsibilities and restrictions applicable to courses of fire in IPSC matches. Course Designers~ host organizations and officials are governed by these regulations. ,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,1510b2a4-c144-4b89-8738-99db16ed0645,Course Information,3,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,ed8f1157-49a5-4818-a070-d0382b5295fd,Range Equipment,4,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,66f3c913-adfa-4e0a-8b9d-34acc3fdaaed,Competitor Equipment,5,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,a78afaff-fb32-4bd0-b4ca-adc0d4337ffb,Match Structure,6,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,bcd268aa-65a3-48c4-96ba-b7bd784767d8,Match Management,7,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,71474aaf-f746-4dc2-9bce-f2a68650bf00,The Course of Fire,8,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,37751464-065d-44d3-b43b-5f0c09f3e5be,Scoring,9,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,6e8abd5c-7085-46cf-8413-964c5c31da97,Penalties and Disqualifications,10,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,59a57a35-9fb6-40f7-98fe-a7c57fdbfc87,Arbitration and Interpretation of Rules,11,,3700a212-379c-481f-8f83-411e39ef933e
CHAPTER,2b864bac-666b-40d4-972d-c115293937cb,Miscellaneous Matters,12,,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,616cb35d-e56d-4791-834f-eb6242ccfb76,,4.1.1.2,There are two sizes of paper targets and poppers approved for use in IPSC matches (see Appendices B and C). IPSC Mini Targets and Mini Poppers are used to simulate IPSC Targets and Poppers placed at greater distances. The following types and sizes of targets may be included together in the same target array:,7d1b1560-3e2e-41b2-84c4-28e82a3731dc,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,66677c85-51a8-4def-a4ec-9c402e484cea,,4.1.2.1,The scoring area of the IPSC Target and Mini Target must be tan colored~ except where the Range Master deems that a lack of contrast with the surrounding area or background necessitates that a different color be used.,7f330937-77e2-493f-a670-308584c405c4,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e4250cf6-10b5-44dc-87c4-8b5fdc6ca729,,4.1.2.2,The entire front of scoring metal or other non-paper targets must be painted a single color~ preferably white.,7f330937-77e2-493f-a670-308584c405c4,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,5077af4c-63ca-40d6-9997-1c6257728ad8,,4.1.4.1,Cover provided to hide all or a portion of a target will be considered hard cover. When possible hard cover should not be simulated but constructed using impenetrable materials (see Rule 2.1.3). Whole paper targets must not be used solely as hard cover.,a400d119-0b09-4dac-84db-3e90cdd7f1a7,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,3d426e53-b69d-44d1-89d0-09c734bfd8d7,,4.1.4.2,Cover provided merely to obscure targets is considered soft cover. Shots which have passed through soft cover and which strike a scoring target will score. Shots that have passed through soft cover before hitting a no-shoot will be penalized. All scoring zones on targets obscured by soft cover must be left wholly intact. Targets obscured by soft cover must either be visible through the soft cover or at least a portion of the affected target(s) must be visible from around the soft cover.,a400d119-0b09-4dac-84db-3e90cdd7f1a7,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,55ee1adf-fcca-4942-9672-56c4bdac9c71,,4.2.2.1,The front of paper no-shoots must include a sufficiently distinguishable non-scoring border. In the absence of perforations or other suitable markings~ the Range Master must ensure that all affected no-shoots have a replacement 0.5 cm (Mini Targets 0.3 cm) non-scoring border drawn or fitted thereon.,14effe81-c19d-4d07-8ffc-173d351b85b5,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,125aeccf-189c-4afb-b59c-4f86da3620b7,,4.2.3.1,By actually hiding a portion of the target (see Rule 4.1.4.1); or,beb040a3-725c-422b-8b18-e08181492da0,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,546d56ea-ef6c-4fd7-86dd-aa4bf8206880,,4.2.3.2,By physically cutting targets from edge to edge to remove the portion deemed to be hidden by hard cover. Such targets must be fitted with a replacement 0.5 cm (Mini Targets 0.3 cm) non�scoring border~ which must extend the full width of the edge of the cut scoring area (see Rule 4.2.2); or,beb040a3-725c-422b-8b18-e08181492da0,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,41c73304-0cf9-4938-9477-ed6348ae02a5,,4.2.3.3,By painting or taping with a sharply defined boundary the portion of the target deemed to be hidden by hard cover with a single and visibly contrasting color.,beb040a3-725c-422b-8b18-e08181492da0,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,26f65f55-eb31-4987-9470-cd199be079bd,,4.2.3.4,When paper targets are partially hidden~ physically cut~ painted and/or taped~ at least a portion of all scoring zones must remain visible.,beb040a3-725c-422b-8b18-e08181492da0,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,d5b5d0e3-57bb-493e-b31f-28073f87f5c1,,4.3.1.1,Metal targets and no-shoots which can accidentally turn edge-on or sideways when hit are expressly prohibited. Using them may result in withdrawal of IPSC sanction.,f0f2e001-5d56-4ce9-b556-0b233a0a0253,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,989f2b5d-0298-4a10-9389-5efb7410b85c,,4.3.1.2,Metal targets and no-shoots which a Range Officer deems have fallen or overturned due to being hit on the apparatus supporting them~ or for any other accidental reason (e.g. wind action~ a ricochet~ being hit solely by a shotgun wad etc.)~ will be treated as range equipment failure (see Rule 4.6.1).,f0f2e001-5d56-4ce9-b556-0b233a0a0253,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,1c9e29ec-99a3-47e7-b999-a7ce3ffd246e,,4.3.1.3,Metal targets and no-shoots do not have a non-scoring border.,f0f2e001-5d56-4ce9-b556-0b233a0a0253,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,23f1f900-95bc-408f-a5fe-0e131ada8c7f,,4.3.1.4,Metal targets and no-shoots must be shot and fall~ overturn or self-indicate to score.,f0f2e001-5d56-4ce9-b556-0b233a0a0253,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,7d30e87a-b757-4976-810d-0a66601340d0,,4.3.2.1,IPSC Poppers and IPSC Mini Poppers are both approved metal targets designed to recognize power~ and must be calibrated as specified in Appendix C1.,c2c5aabf-72b8-43bd-9f40-01dfd36974b4,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,0e9b63b3-cf8a-4dff-9141-003151f377e1,,4.3.3.1,Metal plates of various sizes may be used (see Appendix C3). It is recommended that the minumum dimensions are 15 cm � / 15x15 cm at distances less than 100 meters~ 20 cm � / 20x20 cm at distances from 100 to 200 meters~ and 30 cm � / 30x30 cm above 200 meters. Metal targets in the general size and shape of authorized paper targets may also be used.,cc7a975c-19b2-4f1b-a7c8-e9a7092d987c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,2b67aaf1-1e62-4d7e-b161-b5b6440873df,,4.3.3.2,Metal plates do not recognize power and are not subject to calibration or calibration challenges. If a metal plate has been adequately and directly hit (i.e. with a full bullet diameter) but it fails to fall or overturn~ a Range Officer may declare range equipment failure and order the competitor to reshoot the course of fire~ after the faulty plate has been rectified.,cc7a975c-19b2-4f1b-a7c8-e9a7092d987c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,fc6f3cdf-2994-45d2-be9b-cb2821401ef5,,4.3.3.3,Metal plates which fail to fall or overturn when initially hit~ but which fall or overturn when hit,cc7a975c-19b2-4f1b-a7c8-e9a7092d987c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,a8296811-2893-45ba-92d7-c7e569230a3b,,4.3.3.4,Metal plates must not be used exclusively in a course of fire. At least one authorized scoring paper target or scoring popper (in addition to any paper or metal no-shoots)~ must be included in each course of fire.,cc7a975c-19b2-4f1b-a7c8-e9a7092d987c,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,3b464a8a-7122-4de2-a26f-b18eb11d038e,,4.3.4.1,Metal no-shoot poppers and plates~ must be shot and fall~ overturn or self-indicate to score. If hit they should be repainted during the scoring process.,9e6834db-0d3a-4fbb-8d8e-d753e01f3cc1,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,2e70c2e3-7cae-4c6e-8d1d-5507611d8e93,,4.3.4.2,Metal no-shoots in the general size and shape of authorized paper targets may be used.,9e6834db-0d3a-4fbb-8d8e-d753e01f3cc1,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,deb6db89-5214-44ee-b802-76542a1f3c2b,,4.6.1.1,The declaration and/or use of any firearm as range equipment is prohibited.,65b2b4fa-83ec-47ba-9543-0b7fed3f84a6,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,f27ba5ec-7d8d-426c-a5ec-0d02a3b0ad19,,4.6.2.1,Unrestored paper targets are not range equipment failure (see Rule 9.1.4).,092c72f3-8705-43a9-a656-a8c5e9f6066f,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,a25b8c2d-e720-455c-b9ff-44a6d24c0cd2,,4.6.2.2,If a Range Master deems that one or more targets in a course of fire are faulty and/or have been presented in a manner significantly different to earlier presentations~ he may offer a reshoot to the affected competitor(s).,092c72f3-8705-43a9-a656-a8c5e9f6066f,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,dc7b2bf3-d899-4293-909b-4ac406ad6415,,5.1.3.1,"Open sights" are aiming devices fitted to a firearm which do not use electronic circuitry and/or lenses. Fiber-optic inserts are deemed not to be lenses.,139947dc-2510-4a67-aeb7-5d24c92ddfca,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,19441a05-fdc0-4f40-91f3-b982ae0e405d,,5.1.3.2,"Optical/electronic sights" are aiming devices (including flashlights) fitted to a firearm which use electronic circuitry and/or lenses.,139947dc-2510-4a67-aeb7-5d24c92ddfca,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e41b8d0d-4592-4d60-8476-1f0e38e23751,,5.1.3.3,The Range Master is the final authority in respect of the classification of any sights used in an IPSC match and/or their compliance with these rules~ including the Divisions in Appendix D.,139947dc-2510-4a67-aeb7-5d24c92ddfca,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,f50ab774-0d93-4852-bc70-b384b15cf013,,5.1.7.1,The substitute firearm satisfies the requirements of the relevant Division and is of the same type~ action and caliber and is fitted with the same type of sights; and,72d7370f-6acf-43bf-8ebb-95cef541d113,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,c62c1592-6ffe-4633-b25c-e055c8edfe03,,5.1.7.2,In using the substitute firearm the competitor will not gain an advantage; and,72d7370f-6acf-43bf-8ebb-95cef541d113,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,1debf8f3-9494-4b04-af8b-486cd60c2df3,,5.1.7.3,The competitor�s ammunition~ when tested in the substitute firearm~ attains the minimum power factor.,72d7370f-6acf-43bf-8ebb-95cef541d113,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,7c74c06d-6794-488e-98d2-678b980531c0,,5.1.8.1,The mounting or detaching of a magwell~ barricade stop or vertical front grip is not considered a significant modification of a firearm.,0a5a7e4a-987b-4812-961e-f941293e38ff,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,dc8a898a-92ca-4c5e-a888-eee8a3284b78,,5.2.1.1,Competitors arriving at an IPSC match in possession of a loaded firearm must immediately report to a Range Officer~ who will supervise unloading of the firearm. Competitors failing to comply may be subject to Rule 10.5.13.,1fc3d306-6390-41bc-a092-18426d10f1e8,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,ade11384-ae8f-43c0-8584-3a5ea355fd9f,,5.2.1.2,Within the provisions of Rule 5.2.1 no ammunition of any kind is permitted on the gun~ or in clips or loops fitted to the gun~ or to a sling fitted to the gun except when under the supervision of~ and in response to a direct instruction issued by a Range Officer.,1fc3d306-6390-41bc-a092-18426d10f1e8,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,160f2eab-7f4a-42d8-b44b-f89d2a2001f9,,5.6.1.1,The power factor rating to enable a competitor's scores to be included in match results is called "Minor". The power factor floor for Minor rating~ and other specific requirements applicable to each Division~ are stipulated in Appendix D.,c4332068-db96-4968-a68f-d95d469b9882,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,5104ae65-24c2-4e5d-87b7-12728a6de8ef,,5.6.1.2,Some Divisions offer a higher power factor rating called "Major"~ which enables competitors to earn more points for peripheral shots on scoring paper targets. The power factor floor for Major rating~ if available~ and other specific requirements applicable to each Division~ are stipulated in Appendix D.,c4332068-db96-4968-a68f-d95d469b9882,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,f0077c8e-492d-4932-a6d8-09924bd7abe6,,5.6.1.3,The associated values awarded for Minor and Major scoring hits are illustrated in Appendices B and C. The method used to determine power factor is explained in the following section.,c4332068-db96-4968-a68f-d95d469b9882,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,5bc9dc2e-8e53-4706-9a31-cab47edc161d,,5.6.2.1,At the beginning of the first day of the match~ a Range Officer will fire 3 rounds from the supply of the official match calibration ammunition through the calibration firearm over the chronograph~ and the average velocity of the 3 rounds will be recorded;,38af2456-eecd-4c92-9e41-9053d667a48d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,b650e8df-bc75-43b0-9258-38a3410036cd,,5.6.2.2,On each of the following match days~ the process will be repeated using the same firearm and ammunition supply (ideally from the same factory lot);,38af2456-eecd-4c92-9e41-9053d667a48d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,f55d691a-57b9-4335-8692-3eb78ed55a46,,5.6.2.3,The chronograph will be deemed to be within tolerance if the daily average velocity is within +/�5% of the average velocity achieved in Rule 5.6.2.1;,38af2456-eecd-4c92-9e41-9053d667a48d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,189fbb67-2953-4137-b680-3b91463a4237,,5.6.2.4,Should a daily variance exceed the allowable tolerance stated above~ the Range Master will take whatever steps he deems necessary to rectify the situation. A sample form suitable for recording daily readings appears in Appendix C4;,38af2456-eecd-4c92-9e41-9053d667a48d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,1b96f888-f4dc-4af4-8c7b-f628a201029d,,5.6.2.5,The official match bullet scale(s) should be initially calibrated~ in accordance with the manufacturer's recommendations~ when the first squad arrives for testing each day and again immediately before each subsequent squad is tested (see Rule 5.6.3).,38af2456-eecd-4c92-9e41-9053d667a48d,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,4d2b5a52-db03-41d6-ae51-ea177953659a,,5.6.3.1,Ammunition must be tested using the competitor's firearm. Moreover~ prior to and/or during testing~ the competitor�s firearm and the component parts thereof must not be altered or modified in any way from the condition it is being used (or will be used) at the match. Violations will be subject to Section 10.6.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,503a74d2-f2ba-45e3-81d3-fc1bbcc07507,,5.6.3.2,An initial 8 sample rounds for the chronograph test will be drawn from each competitor at a time and place determined by Match Officials~ who may require additional tests of a competitor�s ammunition at any time during the match.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,cc5df429-b2a7-4796-9be2-25e787dc7b54,,5.6.3.3,From the 8 sample rounds drawn by Match Officials~ 1 bullet is removed and weighed to determine the actual bullet weight~ and 3 bullets are fired over the chronograph. If a competitor has rounds of different bullet weights in his possession~ 8 sample rounds of each may be drawn for testing. The lowest power factor achieved during testing will be applied to all his scores in the match. All digits visible on the scales and chronograph displays must be used at face value (i.e. without rounding or truncation)~ for the calculation in Rule 5.6.3.5. In the absence of a bullet puller and scales~ the competitor's declared bullet weight will be used.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,516556e5-e7bb-4ab0-afac-1f493e34974e,,5.6.3.4,If bullet weighing is conducted in advance of a competitor's arrival~ weighed bullets must be retained by the chronograph station with the competitor�s remaining sample rounds~ until the competitor or their delegate has attended the chronograph station and completed testing. If a competitor challenges the weight of a bullet pre-weighed before his arrival~ he is entitled to have the scales calibrated~ and the test bullet reweighed~ in his presence.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,0f1ec852-8826-4ade-b8a4-f30cae07b0e6,,5.6.3.5,Power factor is calculated using the bullet weight and the average velocity of the 3 rounds fired~ according to the following formula:,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,417df3c0-ebd9-4ed4-937a-876038d65534,,5.6.3.6,If the resultant power factor fails to meet the declared power factor floor~ another 3 rounds will be fired over the chronograph. The power factor will be recalculated using the bullet weight and the average velocity of the 3 highest velocity rounds from the 6 rounds fired.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,ae58edcf-c72c-41c9-8456-655869c36d89,,5.6.3.7,If the power factor is still insufficient~ the competitor may elect to have his final bullet:,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,08d84f24-7c51-4855-ac9f-e4a5cd6cd20b,,5.6.3.8,If the resultant power factor fails to meet the Major power factor floor of the relevant Division~ the competitor's scores will be recalculated as Minor~ if achieved.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,feb81b87-75a5-4c96-8747-902356815fb2,,5.6.3.9,If the resultant power factor fails to meet the minimum power factor floor for the relevant Division~ the competitor may continue shooting the match~ but his scores will not be entered into match results nor count for match recognition and awards.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,018fa620-6f40-4a7c-98ad-261e37b4f46e,,5.6.3.10,If a competitor's ammunition is retested~ or if any authorized replacement ammunition is used~ and different power factors are recorded when tested according to these rules~ the lower power factor must be applied to score all courses of fire~ including those already completed by the competitor.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,96d60dd2-7d55-4ee8-8124-6501a584e690,,5.6.3.11,The scores of a competitor who~ for any reason~ fails to present his firearm for testing at the designated time and location and/or who fails to provide sample rounds for testing whenever requested by a Match Official~ will be removed from the match results.,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,0fe799fc-6f5b-428f-b374-d245e9689b1c,,5.6.3.12,If the Range Master deems that a chronograph has become inoperative~ and further testing of competitor�s ammunition is not possible~ the power factors of competitors which have been successfully tested will stand~ and the Major or Minor power factors declared by all other competitors who have not been tested will be accepted without challenge~ subject to any applicable Division requirements (see Appendix D).,d536b4f1-db84-4b04-80e2-b1c7f0a14c62,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,8fef88d8-b1ad-4fb7-834e-291c7e61170b,,5.7.1.1,A competitor who experiences a firearm malfunction while responding to the "Load And Make Ready" or "Make Ready" command~ but prior to issuance of the Start Signal~ is entitled to retire~ under the authority and supervision of the Range Officer~ to repair his firearm~ without penalty~ subject to the provisions of Rule 5.7.4~ Rule 8.3.1.1 and all other safety rules. Once the repairs have been completed (and the provisions of Rule 5.1.7 have been satisfied~ if applicable)~ the competitor may return to attempt the course of fire~ subject to scheduling as determined by the Range Officer or Range Master.,296f1c86-f8b9-49e8-9933-49255169c78e,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,5cb39f97-973d-432f-9530-89661de628f9,,5.7.6.1,If the Range Officer finds evidence that confirms the suspected problem~ the competitor will not be entitled to a reshoot~ but will be ordered to rectify the problem. On the competitor's score sheet~ the time will be recorded up to the last shot fired~ and the course of fire will be scored "as shot"~ including all applicable misses and penalties (see Rule 9.5.6).,00604268-34bc-46bd-9b30-e61837cadf85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,97262fb1-d0ed-428e-ad4e-624353262157,,5.7.6.2,If the Range Officer discovers that the suspected safety problem does not exist~ the competitor will be required to reshoot the stage.,00604268-34bc-46bd-9b30-e61837cadf85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,b8ee6c10-3930-44e8-93fa-da379f5aadd7,,5.7.6.3,A competitor who self-stops due to a suspected or actual squib load is not entitled to a reshoot.,00604268-34bc-46bd-9b30-e61837cadf85,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,87e0a279-1172-4a8b-8283-edeca9401656,,5.8.1.1,The competitor must obtain~ and retain for the duration of the match~ an official receipt from the match organizers (or their nominated vendor) at the match evidencing details of the quantity and description of the subject ammunition purchased at the match~ and said receipt must be produced on demand by any Match Official~ failing which the provisions of Rule 5.8.1 will not apply. Ammunition not purchased from the match organizers (or their nominated vendor) at the match will not enjoy the provisions of Rule 5.8.1~ regardless of whether or not such ammunition appears~ for all intents and purposes~ to be identical to official match ammunition.,b0c8aaee-8bb7-4e1b-8d5c-81826b9ba317,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,61aaf02e-6bed-4420-bcd1-350f52754ce6,,5.8.1.2,Official match ammunition purchased by competitors is deemed to be competitor equipment (see Section 5.7)~ therefore malfunctions will not be grounds for a reshoot and/or an appeal to Arbitration.,b0c8aaee-8bb7-4e1b-8d5c-81826b9ba317,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,4adeb355-8717-4167-b5af-c0d3a82bb769,,5.8.1.3,Official match ammunition must not be restricted solely for sale to~ and/or use by~ competitors representing the host country and/or the vendor.,b0c8aaee-8bb7-4e1b-8d5c-81826b9ba317,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,7d84e7b1-e7f9-48ea-80ad-7834ef005de9,,5.8.1.4,Official match ammunition must be approved by the Regional Director of the Region in which the match is being held (and by the IPSC President in respect of Level IV or higher matches).,b0c8aaee-8bb7-4e1b-8d5c-81826b9ba317,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,36a721a9-7123-46f8-ab19-eb2f85c4ae10,,5.8.1.5,Match Officials reserve the right to conduct chronograph or other tests on all and any ammunition~ at any time~ and a reason need not be given.,b0c8aaee-8bb7-4e1b-8d5c-81826b9ba317,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,0edecf7a-66fa-4d25-8cbc-435944f5ea43,,6.2.3.1,If a competitor disagrees with an equipment compliance ruling~ the onus is upon him~ prior to him attempting any courses of fire~ to provide evidence acceptable to the examiner in support of his claim. In the absence or rejection of such evidence~ the original decision will stand~ subject only to appeal to the Range Master~ whose decision is final.,49e061b2-2a26-4581-899c-606792ed2d20,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,98788733-34ae-45d8-8f02-5e29d3215681,,6.2.3.2,The competitor�s firearm and all allied equipment accessible to him during a course of fire are subject to compliance testing~ if requested by a Match Official.,49e061b2-2a26-4581-899c-606792ed2d20,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,df0b9429-30b9-4ef1-bd98-c89ef9839cbe,,6.2.5.1,A competitor who fails to satisfy the equipment or other requirements of a declared Division after the Start Signal~ will be placed in Open Division~ if available~ otherwise the competitor�s scores will not be entered into match results. Competitors already registered in Open Division who fail to comply with the requirements of Open Division after the Start Signal will not have their scores entered into match results.,0dd76df4-0bbc-458a-954f-b53372b1b5f1,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,01e4107f-2a78-4a7f-a8c9-5b5b0b4138ae,,6.2.5.2,A competitor who is classified or reclassified as above must be notified as soon as possible. The Range Master's decision on these matters is final.,0dd76df4-0bbc-458a-954f-b53372b1b5f1,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,c49e480e-7d4d-4536-8e0f-3408ee2562fa,,6.2.5.3,A competitor reclassified to Open Division under Rule 6.2.5.1 will thereafter be subject only to the provisions of Open Division but is required to continue using the same firearm and sights~ unless Rule 5.1.7 applies.,0dd76df4-0bbc-458a-954f-b53372b1b5f1,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,23020722-2450-4f2d-90d9-c7b9ca7f2adf,,6.4.1.1,At Level IV matches~ the only teams permitted are those representing Regions within the zone where the match is being held (e.g. at a European Championship~ only teams representing Regions designated by IPSC as belonging to the European Zone can be fielded).,7ebe120a-56db-4aff-9b53-7ddf1399bffd,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,60816383-44a5-4029-b445-157361dabf22,,6.4.1.2,At Level IV and higher matches~ official Regional Teams must be "seeded" for squadding purposes in accordance to how the team placed at the same immediately preceding event~ if any~ even if the team is comprised of different persons.,7ebe120a-56db-4aff-9b53-7ddf1399bffd,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,744ef017-b8b8-4073-951a-172ad316f5ab,,6.4.1.3,At Level IV or higher matches~ all members of the same official Regional Team must compete together in the same squad in the main match.,7ebe120a-56db-4aff-9b53-7ddf1399bffd,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,bcf2d47a-6c5d-4a32-ae8a-d27b2d8d5c24,,6.4.2.1,The individual Division and/or Category assigned to a competitor determines his eligibility in respect of teams (e.g. a competitor individually in Standard Division cannot participate in an Open Division team). A female individually registered as "Lady" cannot participate in a team based on age~ or vice versa. A competitor individually registered in a Category may be a member of an overall team in the same Division.,2648b7e5-ba15-443f-83ef-6018fc1ae115,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,3766db8c-60f2-4487-b8e8-a0d2554ab166,,6.5.1.1,In any case~ match organizers must not accept any competitor or Match Official from another Region unless the Regional Director of that Region has confirmed the competitor's or Match Official's eligibility to participate in the subject match~ and that the competitor or Match Official is not under sanction from the IPSC Executive Council.,8a3ab1ec-ab23-4944-9e41-c3247eabeb44,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,e901e713-0bd7-48e0-83bd-522401824c4f,,6.5.1.2,Competitors who ordinarily reside in a country or geographical area which is not affiliated to IPSC may join an IPSC affiliated Region and may compete under the auspices of that Region~ subject to the approval of the IPSC Executive Council and the Regional Director of that Region. If a competitor's country or geographical area of residence subsequently applies for affiliation to IPSC~ the competitor must become a member of that Region during the affiliation process.,8a3ab1ec-ab23-4944-9e41-c3247eabeb44,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,04479eac-e212-467e-b78a-77d0807e60b3,,6.5.2.1,In respect of a competitor who resides in one Region~ but who wishes to represent the Region of which they are a citizen~ the Regional Directors for the Region of residence and the Region of citizenship must agree in writing prior to the commencement of the match.,73ee9172-e2cf-419f-b11d-41a694850980,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,8f9d26c7-7e34-413b-8663-821c622d7249,,6.5.2.2,A competitor who falls under the conditions of Rule 6.5.1.2 may represent the Region of which they are a member~ subject to the prior written approval of the Regional Director.,73ee9172-e2cf-419f-b11d-41a694850980,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,221b695b-f548-4454-8e68-f6b596f0a58f,,7.1.5.1,References to "Range Master" throughout this rulebook mean the person serving as Range Master at a match (or his authorized delegate for one or more specific functions)~ regardless of any international or regional rank.,504603d5-7c6b-4219-8da9-7c3b094233ae,3700a212-379c-481f-8f83-411e39ef933e
SUBRULE,fa3bf573-c941-4720-bf72-83f7ea254b60,,8.1.1.1,Loaded (Option 1): magazine filled and fitted (if applicable)~ chamber loaded~ hammer and/or sear cocked and safety catch applied (if the rifle is designed to have one).,39160acb-6478-4e55-baa2-77037e06418f,3700a212-379c-481f-8f83-411e39ef933e
